Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Fang_total_count,Fang_average_count_per_deck,Fang_average_count_per_normalized_deck,Fang_pick_rate,Cindra_total_count,Cindra_average_count_per_deck,Cindra_average_count_per_normalized_deck,Cindra_pick_rate,"Arakni, Web of Deceit_total_count","Arakni, Web of Deceit_average_count_per_deck","Arakni, Web of Deceit_average_count_per_normalized_deck","Arakni, Web of Deceit_pick_rate",weighted_pick_rate
Drop of Dragon Blood (red),rare,1,HNT155,"Draconic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT155.png,pBTGtg7LJbjTBWDGQDknH,Red,1,2,,,,,,"Draconic, Instant",,Legendary,,,,,,"""**Legendary**",,,,,,,,21,0.10396039603960396,0.09215476801887364,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.1402199980044036,17,0.20238095238095238,0.17847483948137918,0.2729593689241982,4,0.0851063829787234,0.07709311964631115,0.11479034624374934,0,0.0,0.0,0.0,0.12924990505598252
Rake Over the Coals (red),rare,1,HNT156,"Draconic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT156.png,Rp7FC6BPnwwPtMWdhWnJD,Red,1,0,,,,,,"Draconic, Instant",,,,,,,,Draconic attacks get +1{p} this turn.,Draconic Instant,,,,,No,,14,0.06930693069306931,0.06139452881673762,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,12,0.14285714285714285,0.12627442814093026,0.19267720159355167,2,0.0425531914893617,0.0381838905775076,0.05739517312187467,0,0.0,0.0,0.0,0.08335745823847544
Blaze Headlong (red),common,1,HNT157,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT157.png,fNWdCp9dwBcCwGtH9F7wT,Red,1,0,4,2,,,,"Draconic, Action, Attack",,Go again,,,,,,"If you've played another red card this turn, this gets **go again**.",Draconic Action - Attack,,,,,,,45,0.22277227722772278,0.1920874274124764,2.2119778787878794,2.2119778787878794,2.110471636363638,0.10208001338225114,24,0.2857142857142857,0.24881828523121632,0.13052166235844703,21,0.44680851063829785,0.3808707314446397,0.20479438695856142,0,0.0,0.0,0.0,0.11177201643900281
For the Dracai (red),common,1,HNT158,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT158.png,JBQPqNK9TGWNHD9NKmKTh,Red,1,0,4,3,,,,"Draconic, Action, Attack",,,,,,,Mark,"When this attacks a **marked** hero, create a Fealty token.",Draconic Action - Attack,,,,,,,49,0.24257425742574257,0.21494128841557383,2.2119778787878794,2.2119778787878794,2.110471636363638,0.11115379234956235,30,0.35714285714285715,0.31587615734073554,0.1631520779480588,19,0.40425531914893614,0.3592455966664708,0.1852901596291746,0,0.0,0.0,0.0,0.11614741252574447
For the Emperor (red),common,1,HNT159,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT159.png,kfQHGNNdKjPpG8nWkfB9P,Red,1,1,5,3,,,,"Draconic, Action, Attack",,,,,,,Mark,"When this attacks a **marked** hero, create a Fealty token.",Draconic Action - Attack,,,,,,,66,0.32673267326732675,0.2896878213474375,2.2119778787878794,2.2119778787878794,2.110471636363638,0.14971735296063501,45,0.5357142857142857,0.4718791125779006,0.24472811692208818,21,0.44680851063829785,0.4016828607582703,0.20479438695856142,0,0.0,0.0,0.0,0.14984083462688322
For the Realm (red),common,1,HNT160,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT160.png,bFDwJwbqJQPJpcnHRjLCj,Red,1,2,6,3,,,,"Draconic, Action, Attack",,,,,,,Mark,"When this attacks a **marked** hero, create a Fealty token.",Draconic Action - Attack,,,,,,,47,0.23267326732673269,0.2021597846027325,2.2119778787878794,2.2119778787878794,2.110471636363638,0.10661690286590675,38,0.4523809523809524,0.39261273818982734,0.2066592987342078,9,0.19148936170212766,0.1671660953575847,0.08776902298224061,0,0.0,0.0,0.0,0.0981427739054828
Hunt the Hunter (red),common,1,HNT161,"Draconic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT161.png,kD7jpPzWkNtFz6LTkk8HQ,Red,1,1,5,3,,,,"Draconic, Action, Attack",,Mark,,,,,,"When this attacks a hero, if you've played another red card this turn, **mark** them.",Draconic Action - Attack,,,,,,,63,0.3118811881188119,0.2756877695121345,2.2119778787878794,2.2119778787878794,2.110471636363638,0.1429120187351516,39,0.4642857142857143,0.4129405262586145,0.21209770133247643,24,0.5106382978723404,0.44684947310058604,0.23405072795264162,0,0.0,0.0,0.0,0.14871614309503936
Smoke Out (red),common,1,HNT162,"Draconic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT162.png,kt98RmWMpHzwR8R6Hrccq,Red,1,0,,3,,,,"Draconic, Defense Reaction",,Mark,,,,,,"When this defends a red card, **mark** the attacking hero.",Draconic Defense Reaction,,,,,,,52,0.25742574257425743,0.2273743830644365,2.2119778787878794,2.2119778787878794,2.110471636363638,0.11795912657504576,42,0.5,0.4420020129771561,0.22841290912728232,10,0.2127659574468085,0.18726502742415035,0.09752113664693401,0,0.0,0.0,0.0,0.10864468192473879
Blessing of Vynserakai (red),common,1,HNT163,"Draconic, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT163.png,GCLfdWzwcpjWpnQcQJQFq,Red,1,0,,2,,,,"Draconic, Action, Aura",,,,,,,,"At the start of your turn, destroy this, then your next attack this turn is Draconic and gets +3{p}.",Draconic Action - Aura,,,,,,,46,0.22772277227722773,0.20163738271173234,2.2119778787878794,3.2346331515151516,3.0823614545454534,0.08044723878205108,22,0.2619047619047619,0.23202873622618136,0.09740353131919734,24,0.5106382978723404,0.4519220737185256,0.1693543290636494,0,0.0,0.0,0.0,0.08891928679428224
Pledge Fealty (red),common,1,HNT164,"Draconic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT164.png,LQDwqpNddrmqQQb8J9dht,Red,1,0,,,,,,"Draconic, Instant",,,,,,,,Create a Fealty token.,Draconic Instant,,,,,,,87,0.4306930693069307,0.3819935308490595,3.2346331515151516,3.2346331515151516,3.0823614545454534,0.13500682486585705,84,1.0,0.8881377572605761,0.31248137377947616,3,0.06382978723404255,0.05444939620471536,0.020013882380856156,0,0.0,0.0,0.0,0.1108317520534441
Proclaim Vengeance (red),common,1,HNT165,"Draconic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT165.png,G7WBwbd7TnnMMp8R9tkMw,Red,1,0,,,,,,"Draconic, Instant",,Mark,,,,,,"**Mark** target opposing hero. If that hero is Arakni, gain {r}.",Draconic Instant,,,,,,,67,0.3316831683168317,0.29548670098628416,3.2346331515151516,2.2119778787878794,2.110471636363638,0.13049257170327339,61,0.7261904761904762,0.6464041978110296,0.2689249963100698,6,0.1276595744680851,0.11468853155538124,0.05418922683916275,0,0.0,0.0,0.0,0.10770474104974419
Tooth of the Dragon (red),common,1,HNT166,"Draconic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT166.png,bCLK9nFBJjmHFjLQmL8Kt,Red,1,0,,,,,,"Draconic, Instant",,,,,,,,Your next Draconic attack this turn gets +3{p}.,Draconic Instant,,,,,,,96,0.4752475247524752,0.4172947275579076,2.2119778787878794,2.2119778787878794,2.110471636363638,0.2177706952154691,96,1.1428571428571428,1.003494463889254,0.5220866494337881,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.17402888314459605
Leap Frog Vocal Sac,common,0,HNT169,"Assassin, Ninja, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT169.png,6Gqn7z8PhLkHtBnF7MmwJ,,,,,1,,,,"Assassin, Ninja, Equipment, Head",,Blade Break,,,,,,"""When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.",,,,,,,,29,0.14356435643564355,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.07858093378698615,0,0.0,0.0,0.0,12,0.2553191489361702,0.0,0.13900889222033533,17,0.23943661971830985,0.0,0.1313336917717733,0.09011419466403621
Leap Frog Slime Skin,common,0,HNT170,"Assassin, Ninja, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT170.png,TQL89gnkPdTLrbr8HNtgf,,,,,1,,,,"Assassin, Ninja, Equipment, Chest",,Blade Break,,,,,,"""When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.",,,,,,,,31,0.15346534653465346,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.08400030853091622,0,0.0,0.0,0.0,10,0.2127659574468085,0.0,0.11584074351694611,21,0.29577464788732394,0.0,0.16223573689454346,0.0926921601371632
Leap Frog Gloves,common,0,HNT171,"Assassin, Ninja, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT171.png,RBnkrB6LWQHFDcD8RjcWT,,,,,1,,,,"Assassin, Ninja, Equipment, Arms",,Blade Break,,,,,,"""When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.",,,,,,,,26,0.12871287128712872,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.07045187167109103,0,0.0,0.0,0.0,12,0.2553191489361702,0.0,0.13900889222033533,14,0.19718309859154928,0.0,0.10815715792969564,0.08238868338334365
Leap Frog Leggings,common,0,HNT172,"Assassin, Ninja, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT172.png,8mrLmWTr8TBJgjCpzBzmB,,,,,1,,,,"Assassin, Ninja, Equipment, Legs",,Blade Break,,,,,,"""When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.",,,,,,,,40,0.19801980198019803,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.10838749487860158,0,0.0,0.0,0.0,22,0.46808510638297873,0.0,0.2548496357372814,18,0.2535211267605634,0.0,0.13905920305246583,0.1313029462632491
Danger Digits,common,0,HNT173,"Assassin, Ninja, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT173.png,kDCzjqmjjMT9hdnJTfRJb,,,,,0,,,,"Assassin, Ninja, Equipment, Arms",,,Attack Reaction,,,,,"**Attack Reaction** - Destroy this: Target dagger you control that isn't on the active chain link deals 1 damage to the defending hero. If damage is dealt this way, the dagger has hit. Destroy the dagger.",Assassin / Ninja Equipment - Arms,,,,,,,49,0.24257425742574257,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.13277468122628694,0,0.0,0.0,0.0,13,0.2765957446808511,0.0,0.15059296657202992,36,0.5070422535211268,0.0,0.27811840610493166,0.14290379089232053
Pain in the Backside (red),mythic,1,HNT174,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT174.png,N6LPcMrTJHqQGMctQKWTQ,Red,1,0,3,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""When this hits a hero, target dagger you control deals 1 damage to them. If damage is dealt this way, the dagger has hit.",,,,,,,,3,0.01485148514851485,0.012625280243218509,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.06403611158557129,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.04225352112676056,0.03591981139619914,0.1821387017784752,0.06071290059282506
Throw Dagger (blue),mythic,3,HNT175,"Assassin, Ninja, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT175.png,cr8bTCLKLcfKLDTk7zcWn,Blue,3,0,,3,,,,"Assassin, Ninja, Attack Reaction",,,,,,,,"Target dagger you control that isn't on the active chain link deals 1 damage to the defending hero. If damage is dealt this way, the dagger has hit and you draw a card. Destroy the dagger.",Assassin / Ninja Attack Reaction,,,,No,No,,8,0.039603960396039604,0.03296579482092771,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.17076296422819012,0,0.0,0.0,0.0,2,0.0425531914893617,0.038527889591719384,0.1834755329872496,6,0.08450704225352113,0.0682856301833322,0.3642774035569504,0.1825843121814
Cut Through (red),rare,1,HNT176,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT176.png,qwHFTzdTJW6mjr8hmtnWp,Red,1,0,3,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"If you've hit with a dagger this combat chain, this gets +1{p} and **go again**.",Assassin / Ninja Action - Attack,,,,,No,,10,0.04950495049504951,0.04274648327855643,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.06677142762114457,0,0.0,0.0,0.0,3,0.06382978723404255,0.05877414452397294,0.086092759682812,7,0.09859154929577464,0.08270992717805171,0.13298329532511868,0.07302535166931023
Cut Through (yellow),rare,2,HNT177,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT177.png,cDBkbnjNDfkWKjqtWL7qq,Yellow,2,0,2,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"If you've hit with a dagger this combat chain, this gets +1{p} and **go again**.",Assassin / Ninja Action - Attack,,,,,No,,7,0.034653465346534656,0.03052507745639348,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0467399993348012,0,0.0,0.0,0.0,3,0.06382978723404255,0.059597346145046894,0.086092759682812,4,0.056338028169014086,0.04739423066724335,0.0759904544714964,0.05402773805143613
Cut Through (blue),rare,3,HNT178,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT178.png,wd7RGtzFkH9Ftj6qTbBpN,Blue,3,0,1,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"If you've hit with a dagger this combat chain, this gets +1{p} and **go again**.",Assassin / Ninja Action - Attack,,,,,No,,14,0.06930693069306931,0.06133140374539304,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,0,0.0,0.0,0.0,11,0.23404255319148937,0.20879631624267322,0.3156734521703107,3,0.04225352112676056,0.036274883002306364,0.056992840853622294,0.12422209767464432
Up Sticks and Run (red),rare,1,HNT179,"Assassin, Ninja, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT179.png,QG8JhRkFBWF7GzrqMnkKq,Red,1,0,,2,,,,"Assassin, Ninja, Action",,"Go again, Retrieve",,,,,,"""You may **retrieve** a dagger from your graveyard.",,,,,,,,24,0.1188118811881188,0.1010807434141815,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.16025142629074698,0,0.0,0.0,0.0,5,0.10638297872340426,0.09017223910840932,0.1434879328046867,19,0.2676056338028169,0.22789035114886508,0.36095465873960786,0.16814753051476483
Up Sticks and Run (yellow),rare,2,HNT180,"Assassin, Ninja, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT180.png,wPMcMNpWM8w8FThmLkgBH,Yellow,2,0,,2,,,,"Assassin, Ninja, Action",,"Go again, Retrieve",,,,,,"""You may **retrieve** a dagger from your graveyard.",,,,,,,,12,0.0594059405940594,0.05305211704454569,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.08012571314537349,0,0.0,0.0,0.0,1,0.02127659574468085,0.0199468085106383,0.028697586560937335,11,0.15492957746478872,0.13773278370420042,0.20897374979661507,0.0792237787858508
Up Sticks and Run (blue),rare,3,HNT181,"Assassin, Ninja, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT181.png,TKNGKNCqH8chr9RwpjkfH,Blue,3,0,,2,,,,"Assassin, Ninja, Action",,"Go again, Retrieve",,,,,,"""You may **retrieve** a dagger from your graveyard.",,,,,,,,14,0.06930693069306931,0.06150780931378654,0.7415125818181817,0.7415125818181817,0.7411586181818177,0.0934799986696024,0,0.0,0.0,0.0,7,0.14893617021276595,0.1322188449848024,0.20088310592656136,7,0.09859154929577464,0.0874688981281573,0.13298329532511868,0.11128880041722668
Pick Up the Point (red),common,1,HNT182,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT182.png,p9zgQpWmbgkWdmMFFTJHh,Red,1,0,3,2,,,,"Assassin, Ninja, Action, Attack",,"Go again, Retrieve",,,,,,"""When this attacks, you may **retrieve** a dagger from your graveyard.",,,,,,,,42,0.2079207920792079,0.182800690885076,2.4165305333333333,2.2119975151515163,2.11066581818182,0.09223334367216052,0,0.0,0.0,0.0,11,0.23404255319148937,0.20969648651282205,0.1055849610525298,31,0.43661971830985913,0.3812676717279255,0.19532186142490926,0.10030227415914635
Pick Up the Point (yellow),common,2,HNT183,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT183.png,z9CGRWDmLHHRjKfjfmbWL,Yellow,2,0,2,2,,,,"Assassin, Ninja, Action, Attack",,"Go again, Retrieve",,,,,,"""When this attacks, you may **retrieve** a dagger from your graveyard.",,,,,,,,38,0.18811881188118812,0.16368239141118923,2.4165305333333333,2.2119975151515163,2.11066581818182,0.08344921570338333,0,0.0,0.0,0.0,15,0.3191489361702128,0.2770975895193668,0.14397949234435883,23,0.323943661971831,0.2822571317978873,0.14491621976686817,0.09629857070374233
Pick Up the Point (blue),common,3,HNT184,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT184.png,tT8mDTnn7nddCF7WNRLHt,Blue,3,0,1,2,,,,"Assassin, Ninja, Action, Attack",,"Go again, Retrieve",,,,,,"""When this attacks, you may **retrieve** a dagger from your graveyard.",,,,,,,,34,0.16831683168316833,0.1494511205935859,2.4165305333333333,2.2119975151515163,2.11066581818182,0.07466508773460613,0,0.0,0.0,0.0,21,0.44680851063829785,0.39261711996784066,0.20157128928210236,13,0.18309859154929578,0.16529748903402589,0.08190916769431679,0.09449348565880639
Poisoned Blade (red),common,1,HNT185,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT185.png,GQCmNFkh9NCHrf7FNDrg9,Red,1,1,3,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""Whenever a dagger you own hits a hero this combat chain, they lose 1{h}.",,,,,,,,23,0.11386138613861387,0.09858144385783207,2.4165305333333333,2.2119975151515163,2.11066581818182,0.05050873582046886,0,0.0,0.0,0.0,12,0.2553191489361702,0.22813268214778165,0.11518359387548706,11,0.15492957746478872,0.12945374082163863,0.06930775727980651,0.06149711705176453
Poisoned Blade (yellow),common,2,HNT186,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT186.png,HK8KdHmNDkgcFgTPcdKbD,Yellow,2,1,2,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""Whenever a dagger you own hits a hero this combat chain, they lose 1{h}.",,,,,,,,21,0.10396039603960396,0.09182259582339727,2.4165305333333333,2.2119975151515163,2.11066581818182,0.04611667183608026,0,0.0,0.0,0.0,12,0.2553191489361702,0.23069596852854155,0.11518359387548706,9,0.1267605633802817,0.10852751880964501,0.05670634686529624,0.05729664691359443
Poisoned Blade (blue),common,3,HNT187,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT187.png,8cbhPbn7mwTQnwcpD78RH,Blue,3,1,1,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""Whenever a dagger you own hits a hero this combat chain, they lose 1{h}.",,,,,,,,21,0.10396039603960396,0.0885717639340467,2.4165305333333333,2.2119975151515163,2.11066581818182,0.04611667183608026,0,0.0,0.0,0.0,15,0.3191489361702128,0.2719491339929717,0.14397949234435883,6,0.08450704225352113,0.07197023967616564,0.03780423124353083,0.060594574529296556
Throw Yourself at Them (red),common,1,HNT188,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT188.png,rPFmfpqGpLn8DF66nRgFg,Red,1,1,3,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks a hero, you may have target dagger you control deal 1 damage to them. If damage is dealt this way, the dagger has hit. Destroy the dagger.",,,,,,,,38,0.18811881188118812,0.16217465147559618,2.4165305333333333,3.2346626060606063,3.082652727272726,0.06480816337354021,0,0.0,0.0,0.0,22,0.46808510638297873,0.40560737779247336,0.15346415944586875,16,0.22535211267605634,0.19289764565949533,0.0767282996795713,0.07673081970848002
Throw Yourself at Them (yellow),common,2,HNT189,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT189.png,CrRjPfRPBNWJgknJRhHMJ,Yellow,2,1,2,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks a hero, you may have target dagger you control deal 1 damage to them. If damage is dealt this way, the dagger has hit. Destroy the dagger.",,,,,,,,35,0.17326732673267325,0.15132325991408446,2.4165305333333333,2.2119975151515163,2.11066581818182,0.07686111972680043,0,0.0,0.0,0.0,24,0.5106382978723404,0.4498429127194976,0.23036718775097412,11,0.15492957746478872,0.13274199443420653,0.06930775727980651,0.09989164834359354
Throw Yourself at Them (blue),common,3,HNT190,"Assassin, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT190.png,NKpphfCpKhWhntbBzBghc,Blue,3,1,1,2,,,,"Assassin, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks a hero, you may have target dagger you control deal 1 damage to them. If damage is dealt this way, the dagger has hit. Destroy the dagger.",,,,,,,,37,0.18316831683168316,0.15722302239826366,2.4165305333333333,2.2119975151515163,2.11066581818182,0.08125318371118903,0,0.0,0.0,0.0,24,0.5106382978723404,0.4418700926983511,0.23036718775097412,13,0.18309859154929578,0.15480501644544722,0.08190916769431679,0.10409211848176364
Lair of the Spider (red),common,1,HNT191,"Assassin, Ninja, Defense Reaction, Trap",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT191.png,mMzzGF76cFfFHJQJTFcnB,Red,1,0,,3,,,,"Assassin, Ninja, Defense Reaction, Trap",,Mark,,,,,Go again,"When this defends an attack with **go again**, **mark** the attacking hero.",Assassin / Ninja Action Defense Reaction - Trap,,,,,,,72,0.3564356435643564,0.31057821952721715,2.4165305333333333,3.2346626060606063,3.082652727272726,0.12279441481302357,0,0.0,0.0,0.0,14,0.2978723404255319,0.26688805658233167,0.09765901055646192,58,0.8169014084507042,0.7069445307764545,0.278140086338446,0.12526636563163598
Red Alert Visor,common,0,HNT192,"Assassin, Warrior, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT192.png,Lf6kGcR7qqdFHCHLnGkng,,,,,1,,,,"Assassin, Warrior, Equipment, Head",,Blade Break,,,,,,"""If an attack reaction has been played or activated this chain link, this gets +1{d}.",,,,,,,,60,0.297029702970297,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.16258124231790239,30,0.35714285714285715,0.0,0.19572078721950306,0,0.0,0.0,0.0,30,0.4225352112676056,0.0,0.23176533842077637,0.14249537521342648
Red Alert Vest,common,0,HNT193,"Assassin, Warrior, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT193.png,cTk6wFnMDN7z6WHfDPmrQ,,,,,1,,,,"Assassin, Warrior, Equipment, Chest",,Blade Break,,,,,,"""If an attack reaction has been played or activated this chain link, this gets +1{d}.",,,,,,,,64,0.31683168316831684,0.0,2.7266203636363637,1.8745514999999997,1.7799749999999992,0.14760955136763398,27,0.32142857142857145,0.0,0.14102732099853538,0,0.0,0.0,0.0,37,0.5211267605633803,0.0,0.2491119266925419,0.13004641589702576
Red Alert Gloves,common,0,HNT194,"Assassin, Warrior, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT194.png,j9NnkHbJbdLdDLg9QtPht,,,,,1,,,,"Assassin, Warrior, Equipment, Arms",,Blade Break,,,,,,"""If an attack reaction has been played or activated this chain link, this gets +1{d}.",,,,,,,,48,0.2376237623762376,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.1300649938543219,29,0.34523809523809523,0.0,0.18919676097885296,0,0.0,0.0,0.0,19,0.2676056338028169,0.0,0.14678471433315837,0.11199382510400378
Red Alert Boots,common,0,HNT195,"Assassin, Warrior, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT195.png,kcj8HPFjdMwbgFTNw7GmJ,,,,,1,,,,"Assassin, Warrior, Equipment, Legs",,Blade Break,,,,,,"""If an attack reaction has been played or activated this chain link, this gets +1{d}.",,,,,,,,67,0.3316831683168317,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.18154905392165765,35,0.4166666666666667,0.0,0.22834091842275356,0,0.0,0.0,0.0,32,0.4507042253521127,0.0,0.24721636098216146,0.15851909313497167
Starting Point,common,0,HNT196,"Assassin, Warrior, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT196.png,h8WG7GncNP7qN7hnzTdN9,,,,,0,,,,"Assassin, Warrior, Equipment, Legs",,,Attack Reaction,,Go again,,,**Attack Reaction** - Destroy this: Target attack gets **go again**. Activate this only if you've played a card or activated an ability this reaction step.,Assassin / Warrior Equipment - Legs,,,,,,,37,0.18316831683168316,0.0,1.817746909090909,1.8745514999999997,1.7799749999999992,0.10025843276270646,20,0.23809523809523808,0.0,0.13048052481300204,0,0.0,0.0,0.0,17,0.23943661971830985,0.0,0.1313336917717733,0.08727140552825845
Perforate (yellow),mythic,2,HNT197,"Assassin, Warrior, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT197.png,kcWTWNfgMCjmWT9BNKwmJ,Yellow,2,1,,3,,,,"Assassin, Warrior, Attack Reaction",,,,,,,,"""You may attack with target dagger an additional time and its attacks cost you {r} less to activate this turn.",,,,,,,,9,0.04455445544554455,0.04052180549482201,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.19210833475671388,7,0.08333333333333333,0.07578037819973303,0.3593988920040217,0,0.0,0.0,0.0,2,0.028169014084507043,0.025631731565865783,0.12142580118565013,0.1602748977298906
Savor Bloodshed (red),mythic,1,HNT198,"Assassin, Warrior, Action",https://storage.googleapis.com/fabmaster/cardfaces/2025-HNT/EN/HNT198.png,nmc8wLKtTmPhJFb7FH8BG,Red,1,0,,3,,,,"Assassin, Warrior, Action",,Go again,,,,,Mark,"""You next dagger attack this turn gets +4{p}.",,,,,,,,9,0.04455445544554455,0.03689329905783787,0.23167999999999994,0.23167999999999994,0.23251399999999986,0.19210833475671388,5,0.05952380952380952,0.05032232487589631,0.2567134942885869,0,0.0,0.0,0.0,4,0.056338028169014086,0.04542776225504171,0.24285160237130027,0.16652169888662907
