Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Marlynn_total_count,Marlynn_average_count_per_deck,Marlynn_average_count_per_normalized_deck,Marlynn_pick_rate,Puffin_total_count,Puffin_average_count_per_deck,Puffin_average_count_per_normalized_deck,Puffin_pick_rate,Gravy Bones_total_count,Gravy Bones_average_count_per_deck,Gravy Bones_average_count_per_normalized_deck,Gravy Bones_pick_rate,"Scurv, Stowaway_total_count","Scurv, Stowaway_average_count_per_deck","Scurv, Stowaway_average_count_per_normalized_deck","Scurv, Stowaway_pick_rate",weighted_pick_rate
Sea Floor Salvage (blue),rare,3,SEA146,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA146.webp,D6fPnQdQ7FKpWDB9ktTJ6,Blue,3,0,,3,,,,"Pirate, Action",,Go again,,,,,,"""Turn a card in a graveyard face-down. If it's yellow, create a Gold token.",,,,,,,,59,0.13318284424379231,0.11411313814095958,0.7582363511904764,0.762198275,0.7975172199921293,0.170902466239328,10,0.08849557522123894,0.07542303667368737,0.11357167640673317,10,0.08130081300813008,0.06905897210680868,0.10434403628306373,36,0.1956521739130435,0.16676613373109014,0.25077700358907506,3,0.13043478260869565,0.12391716855044964,0.1686778841274579,0.15934265010158247
Scrub the Deck (blue),rare,3,SEA147,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA147.webp,rqcKnqMqChqrkHbDTPWPR,Blue,3,0,,3,,,,"Pirate, Action",,Go again,,,,,,"""Destroy the top card of target hero's deck. If it's yellow, create a Gold token.",,,,,,,,41,0.09255079006772009,0.07893731928186913,0.7582363511904764,0.762198275,0.7975172199921293,0.11876273077648217,4,0.035398230088495575,0.030723154852052775,0.045428670562693264,9,0.07317073170731707,0.06086954867442672,0.09390963265475735,25,0.1358695652173913,0.11573301729414003,0.1741506969368577,3,0.13043478260869565,0.11807331628303495,0.1686778841274579,0.12054172107044156
Shifting Tides (blue),rare,3,SEA148,"Pirate, Action, Aura",https://prod-content.fabrary.io/cards/SEA148.webp,R7Q6MhPq9nCBT6DhbQMDL,Blue,3,0,,3,,,,"Pirate, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,50,0.11286681715575621,0.09708588324382998,0.7582363511904764,0.762198275,0.7975172199921293,0.14483259850790509,13,0.11504424778761062,0.09850901864138639,0.14764317932875312,7,0.056910569105691054,0.04732905053829316,0.07304082539814462,26,0.14130434782608695,0.12180385766405329,0.181116724814332,4,0.17391304347826086,0.15844104974539758,0.22490384550327722,0.15667614376112673
Not So Fast (yellow),rare,2,SEA149,"Pirate, Instant",https://prod-content.fabrary.io/cards/SEA149.webp,F7mqQWTKzmNmMfgmQbHFw,Yellow,2,0,,,,,,"Pirate, Instant",,Scurv Specialization,,,,,,"""**Scurv Specialization**",,,,,,,,17,0.03837471783295711,0.033337943520282104,0.7582363511904764,0.762198275,0.43837784809130287,0.064819945779656,5,0.04424778761061947,0.03689593512602361,0.07438258133735702,2,0.016260162601626018,0.01338712635246653,0.027318286626373124,4,0.021739130434782608,0.01776860629835458,0.03741058285220079,6,0.2608695652173913,0.2471055743475511,0.40235340683917575,0.13536621441377666
Throw Caution to the Wind (blue),rare,3,SEA150,"Pirate, Instant",https://prod-content.fabrary.io/cards/SEA150.webp,QjCCMBLNTHkwzPqmjCTqN,Blue,3,0,,,,,,"Pirate, Instant",,,,,,,,"Reveal the top card of your deck. The next time you would be dealt damage this turn, prevent X of that damage, where X is the pitch value of the card revealed this way.",Pirate Instant,,,,,No,,36,0.08126410835214447,0.06789623834198392,0.7582363511904764,0.762198275,0.7975172199921293,0.10427947092569166,5,0.04424778761061947,0.035958258478053534,0.056785838203366586,5,0.04065040650406504,0.03426248548199767,0.05217201814153186,24,0.13043478260869565,0.10842592275289552,0.16718466905938337,2,0.08695652173913043,0.08043890768088442,0.11245192275163861,0.0971486120389801
Lost in Transit (yellow),rare,2,SEA151,"Pirate, Block",https://prod-content.fabrary.io/cards/SEA151.webp,KddkfBmzB78rpH6j6CfBC,Yellow,2,,,3,,,,"Pirate, Block",,,,,,,,"When this defends, you may remove a gold counter from Treasure Island. If you do and you are a Thief, create a Gold token.",Pirate Block,,,,,No,,52,0.11738148984198646,0.09995877283395047,0.7582363511904764,0.762198275,0.7975172199921293,0.1506259024482213,9,0.07964601769911504,0.06662149645519051,0.10221450876605985,9,0.07317073170731707,0.061418075326823224,0.09390963265475735,23,0.125,0.10300749243048844,0.16021864118190907,11,0.4782608695652174,0.4454654518954082,0.6184855751340124,0.24370708943418465
Battalion Barque (red),common,1,SEA152,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA152.webp,jBMwChDGmJjp7GrhnzdwQ,Red,1,4,7,3,,,,"Pirate, Action, Attack",,High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets +2{p}.",Pirate Action - Attack,,,,,,,127,0.2866817155756208,0.24680948463518693,2.3089612014652023,2.3229283450980396,2.111819011764706,0.12982713336181106,29,0.25663716814159293,0.2218893856301731,0.11609305412446923,29,0.23577235772357724,0.19887817726298432,0.1066445244509526,56,0.30434782608695654,0.2589453293780196,0.1383221198795853,13,0.5652173913043478,0.5284845525337234,0.2517393871708455,0.15319977140646313
Battalion Barque (yellow),common,2,SEA153,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA153.webp,gPkmHM8hGHGdkDTfCdbDP,Yellow,2,4,6,3,,,,"Pirate, Action, Attack",,High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets +2{p}.",Pirate Action - Attack,,,,,,,121,0.27313769751693,0.23214165814826554,2.3089612014652023,2.3229283450980396,2.111819011764706,0.12369356800613494,21,0.18584070796460178,0.15321388435035382,0.08406738402116738,24,0.1951219512195122,0.16678280246009536,0.08825753747665042,69,0.375,0.31829392126379696,0.170432611994489,7,0.30434782608695654,0.28022693099831947,0.13555197770737834,0.11957737779992128
Battalion Barque (blue),common,3,SEA154,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA154.webp,CKgkPBMkGRkNzrDbdRttC,Blue,3,4,5,3,,,,"Pirate, Action, Attack",,High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets +2{p}.",Pirate Action - Attack,,,,,,,120,0.2708803611738149,0.23221178113476407,2.3089612014652023,2.3229283450980396,2.111819011764706,0.12267130711352227,31,0.2743362831858407,0.2314258885534811,0.1240994716502947,25,0.2032520325203252,0.17268684434828813,0.09193493487151086,55,0.29891304347826086,0.25520744068924245,0.1358520820245927,9,0.391304347826087,0.37043663889118056,0.17428111419520073,0.13154190068539975
Expedition to Azuro Keys (red),common,1,SEA155,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA155.webp,LhN9jPcQHGJ796r79BqGR,Red,1,0,4,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,,100,0.22573363431151242,0.19350568892050973,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10222608926126855,30,0.26548672566371684,0.22158547450849975,0.12009626288738197,29,0.23577235772357724,0.19989028975380255,0.1066445244509526,26,0.14130434782608695,0.11841730471319752,0.06422098422980746,15,0.6521739130434783,0.6221118202338811,0.2904685236586679,0.1453575738067025
Expedition to Blackwater Strait (red),common,1,SEA156,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA156.webp,qpnnMW6TWQPQqMLqrbD8d,Red,1,1,5,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,,93,0.20993227990970656,0.1805499540096933,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09507026301297976,20,0.17699115044247787,0.15205414354927071,0.08006417525825464,31,0.25203252032520324,0.2144861971232507,0.11399931924067347,27,0.14673913043478262,0.12192071938925485,0.06669102208480004,15,0.6521739130434783,0.6080998604975587,0.2904685236586679,0.13780576006059903
Expedition to Dreadfall Reach (red),common,1,SEA157,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA157.webp,nDzNGcF9bfPwfHrztkHdL,Red,1,2,6,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,,109,0.24604966139954854,0.20988997792266245,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11142643729478272,26,0.23008849557522124,0.19357105804508473,0.10408342783573103,22,0.17886178861788618,0.1513616624495497,0.08090274268692955,44,0.2391304347826087,0.19976929664502266,0.10868166561967416,17,0.7391304347826086,0.6840302433333124,0.32919766014649027,0.15571637407220623
Expedition to Horizon's Mantle (red),common,1,SEA158,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA158.webp,bMq9wnBF99pzRHDq6qNFR,Red,1,3,7,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,,103,0.2325056433408578,0.19753640917317467,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10529287193910661,21,0.18584070796460178,0.15559248971123268,0.08406738402116738,24,0.1951219512195122,0.1661135988941245,0.08825753747665042,48,0.2608695652173913,0.22091497410800395,0.11856181703964452,10,0.43478260869565216,0.38462391419552544,0.19364568243911193,0.12113310524414356
Golden Tipple (red),common,1,SEA159,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA159.webp,6CpcdCrJKFkpkdkdLPQqT,Red,1,1,3,2,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",,,,,,,,108,0.24379232505643342,0.20778276872842635,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11040417640217004,44,0.3893805309734513,0.33110692841367095,0.17614118556816022,15,0.12195121951219512,0.104649355706518,0.05516096092290652,42,0.22826086956521738,0.1913363513131641,0.10374158990968896,7,0.30434782608695654,0.28499670619235834,0.13555197770737834,0.11764892852703351
Golden Tipple (yellow),common,2,SEA160,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA160.webp,8QrD8rDCQWm78C9fq7tpr,Yellow,2,1,2,2,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",,,,,,,,106,0.23927765237020315,0.19967030275936817,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10835965461694466,28,0.24778761061946902,0.2048543731077676,0.1120898453615565,16,0.13008130081300814,0.10885110552859552,0.05883835831776695,60,0.32608695652173914,0.2728316723189965,0.14820227129955565,2,0.08695652173913043,0.07459505541346974,0.038729136487822384,0.08946490286667538
Golden Tipple (blue),common,3,SEA161,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA161.webp,QctzddqGNk8RgCTBMWPMN,Blue,3,1,1,2,,,,"Pirate, Action, Attack",,Go again,,,,,,"""When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",,,,,,,,189,0.42663656884875845,0.3602572040738286,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.15780614186099892,17,0.1504424778761062,0.12581643041381665,0.05575614117667652,11,0.08943089430894309,0.07839799866247799,0.03315440559503064,153,0.8315217391304348,0.6968293636812399,0.30493195821008007,8,0.34782608695652173,0.32683165283095156,0.13504242288849513,0.1322212319675706
Gold Hunter Lightsail (yellow),common,2,SEA162,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA162.webp,NrW7LgbzfgBGPCwhBRkKL,Yellow,2,1,4,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, if you control less Gold than an opponent, this gets **go again**.",Pirate Action - Attack,,,,,,,89,0.20090293453724606,0.169488362492822,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09098121944252902,20,0.17699115044247787,0.14749172367923966,0.08006417525825464,33,0.2682926829268293,0.22527628047283255,0.12135411403039434,21,0.11413043478260869,0.09314819068823645,0.05187079495484448,15,0.6521739130434783,0.5899360966857461,0.2904685236586679,0.13593940197554033
Gold Hunter Longboat (yellow),common,2,SEA163,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA163.webp,FMtqqPTBz8J7KdLNCbzcb,Yellow,2,0,3,2,,,,"Pirate, Action, Attack",,,,,,,,"If you control less Gold than an opponent, this gets +2{p}.",Pirate Action - Attack,,,,,,,94,0.21218961625282168,0.18346951416430055,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09609252390559243,27,0.23893805309734514,0.20327373968398385,0.10808663659864377,26,0.21138211382113822,0.17891249840675957,0.0956123322663713,31,0.16847826086956522,0.14543020771628748,0.07657117350477043,10,0.43478260869565216,0.41485507246376807,0.19364568243911193,0.11847895620222434
Gold Hunter Marauder (yellow),common,2,SEA164,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA164.webp,KgPDCHhKBMbLfN6c8kwBJ,Yellow,2,3,6,2,,,,"Pirate, Action, Attack",,Overpower,,,,,,"If you control less Gold than an opponent, this gets **overpower**.",Pirate Action - Attack,,,,,,,91,0.2054176072234763,0.1750376240572423,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09302574122775438,20,0.17699115044247787,0.14812118490986403,0.08006417525825464,28,0.22764227642276422,0.19308377448526964,0.10296712705609216,37,0.20108695652173914,0.17206010208652972,0.09139140063472599,6,0.2608695652173913,0.2345917616058281,0.11618740946346715,0.09765252810313499
Gold Hunter Ketch (yellow),common,2,SEA165,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA165.webp,Kjjm76jCB6TCdfprGprtD,Yellow,2,4,7,2,,,,"Pirate, Action, Attack",,,,,,,,"If you control less Gold than an opponent, this costs {r}{r} less to play.",Pirate Action - Attack,,,,,,,108,0.24379232505643342,0.20598243738351046,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11040417640217004,27,0.23893805309734514,0.19770732430497084,0.10808663659864377,32,0.2601626016260163,0.22108088720822924,0.1176767166355339,39,0.21195652173913043,0.17878527199263503,0.09633147634471118,10,0.43478260869565216,0.38347186700767255,0.19364568243911193,0.1289351280045002
Swiftwater Sloop (red),common,1,SEA166,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA166.webp,wB9MNr6JNzqKB68gBhbQc,Red,1,2,6,2,,,,"Pirate, Action, Attack",,High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets **go again**.",Pirate Action - Attack,,,,,,,141,0.3182844243792325,0.26976969121992933,2.3089612014652023,2.3229283450980396,2.111819011764706,0.14413878585838866,32,0.2831858407079646,0.24238293356282892,0.12810268041320744,26,0.21138211382113822,0.1819290122544672,0.0956123322663713,69,0.375,0.30780578190253366,0.170432611994489,14,0.6086956521739131,0.5697899713244982,0.2711039554147567,0.1663128950222061
Swiftwater Sloop (yellow),common,2,SEA167,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA167.webp,9H8LCJNgGQJCRNPLFKqPN,Yellow,2,2,5,2,,,,"Pirate, Action, Attack",,High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets **go again**.",Pirate Action - Attack,,,,,,,106,0.23927765237020315,0.20392064401718382,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10835965461694466,22,0.19469026548672566,0.16376071344529383,0.08807059278408011,13,0.10569105691056911,0.08890849297573603,0.04780616613318565,58,0.31521739130434784,0.26461803650290144,0.14326219558957048,13,0.5652173913043478,0.5307139707715155,0.2517393871708455,0.13271958541942042
Swiftwater Sloop (blue),common,3,SEA168,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA168.webp,QgnRKmWk6WG8RhnhRTkNB,Blue,3,2,4,2,,,,"Pirate, Action, Attack",,High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets **go again**.",Pirate Action - Attack,,,,,,,166,0.3747178329571106,0.3174753555408955,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.13860221983558635,25,0.22123893805309736,0.1874580326712577,0.08199432525981841,28,0.22764227642276422,0.19388405098308442,0.08439303242371435,99,0.5380434782608695,0.44838934089135046,0.19730891413593418,14,0.6086956521739131,0.5698890355581223,0.2363242400548665,0.15000512796858337
Swindler's Grift (red),common,1,SEA169,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA169.webp,PFgWLDKNLrPHmLFFFJC7W,Red,1,2,6,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",Pirate Action - Attack,,,,,,,97,0.21896162528216703,0.18542258399233832,2.3089612014652023,2.3229283450980396,2.111819011764706,0.0991593065834305,24,0.21238938053097345,0.17928441490266872,0.09607701030990558,18,0.14634146341463414,0.124177006798958,0.06619315310748783,47,0.2554347826086957,0.21491039585414318,0.11609177918465194,8,0.34782608695652173,0.30720787613783235,0.15491654595128954,0.10831962213833374
Swindler's Grift (yellow),common,2,SEA170,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA170.webp,kWhWddrDGGh6fpqFrFB6j,Yellow,2,2,5,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",Pirate Action - Attack,,,,,,,101,0.22799097065462753,0.19328748360339384,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10324835015388124,27,0.23893805309734514,0.20139607118067201,0.10808663659864377,21,0.17073170731707318,0.14084355563240863,0.07722534529206913,43,0.23369565217391305,0.1950966468835427,0.10621162776468156,10,0.43478260869565216,0.41943734015345274,0.19364568243911193,0.12129232302362661
Swindler's Grift (blue),common,3,SEA171,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA171.webp,gdgW96DqcRG69KdjcLBjr,Blue,3,2,4,2,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",Pirate Action - Attack,,,,,,,109,0.24604966139954854,0.20965983779494093,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11142643729478272,25,0.22123893805309736,0.18763102108243468,0.1000802190728183,27,0.21951219512195122,0.1839831168202761,0.09928972966123173,46,0.25,0.21077177737941302,0.11362174132965934,11,0.4782608695652174,0.4463074936581661,0.21301025068302312,0.1315004851866831
Thiev'n Varmints (red),common,1,SEA172,"Pirate, Action, Attack",https://prod-content.fabrary.io/cards/SEA172.webp,mGJzBdWQ7W7FHH6QnLzNj,Red,1,0,4,3,,,,"Pirate, Action, Attack",,,,,,,,"When this attacks, you may remove a gold counter from Treasure Island. If you do and you are a Thief, create a Gold token.",Pirate Action - Attack,,,,,,,145,0.327313769751693,0.28549096175277766,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.12106820407325314,36,0.3185840707964602,0.2711352032016142,0.11807182837413852,36,0.2926829268292683,0.24896076414803292,0.10850532740191846,39,0.21195652173913043,0.17965739397300923,0.07772775405354983,34,1.4782608695652173,1.3980471136285428,0.5739302972761043,0.21955880177642778
Chart a Course (red),common,1,SEA173,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA173.webp,MnFBFMRFhmwWQLLKQFJQc,Red,1,0,,2,,,,"Pirate, Action",,Go again,,,,,,"""Your first attack this turn gets +3{p}.",,,,,,,,123,0.27765237020316025,0.23909279776015316,2.3089612014652023,2.3229283450980396,2.111819011764706,0.1257380897913603,48,0.4247787610619469,0.35837538376698763,0.19215402061981116,42,0.34146341463414637,0.2939672266160637,0.15445069058413827,20,0.10869565217391304,0.0934362894844839,0.04940075709985189,13,0.5652173913043478,0.5248454305720621,0.2517393871708455,0.1619362138686617
Chart a Course (yellow),common,2,SEA174,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA174.webp,Rwgrgc7rDQbtj6KhkfjTb,Yellow,2,0,,2,,,,"Pirate, Action",,Go again,,,,,,"""Your second attack this turn gets +3{p}.",,,,,,,,117,0.26410835214446954,0.2249979414441049,2.3089612014652023,2.3229283450980396,2.111819011764706,0.1196045244356842,35,0.30973451327433627,0.2616062160002936,0.14011230670194563,47,0.3821138211382114,0.3215359893623423,0.17283767755844043,16,0.08695652173913043,0.0710739296265612,0.03952060567988151,19,0.8260869565217391,0.7602633003847837,0.36792679663431266,0.18009934664364508
Chart a Course (blue),common,3,SEA175,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA175.webp,jmdFFT8D6MhJWJLRbz6dt,Blue,3,0,,2,,,,"Pirate, Action",,Go again,,,,,,"""Your third attack this turn gets +3{p}.",,,,,,,,101,0.22799097065462753,0.19498731440007996,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10324835015388124,14,0.12389380530973451,0.1042839337249635,0.05604492268077825,25,0.2032520325203252,0.17230783673904568,0.09193493487151086,53,0.28804347826086957,0.24594568779400927,0.1309120063146075,9,0.391304347826087,0.35423588240496917,0.17428111419520073,0.11329324451552433
Mutiny on the Battalion Barque (blue),common,3,SEA176,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA176.webp,6TFrJmTqf9DjPmgPrmd8m,Blue,3,0,,2,,,,"Pirate, Action",,"Go again, Steal",,,,,,"""For each hero that controls more Gold than you, **steal** a Gold token they control.",,,,,,,,154,0.3476297968397291,0.29751232327322286,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.12858278225711023,31,0.2743362831858407,0.23524821876367524,0.10167296332217483,30,0.24390243902439024,0.21342587942153293,0.09042110616826537,86,0.4673913043478261,0.3948758411514913,0.1713996627847509,7,0.30434782608695654,0.27419011082693945,0.11816212002743325,0.12041396307565609
Mutiny on the Nimbus Sovereign (blue),common,3,SEA177,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA177.webp,JnzNgM8krkHCW67dfWJLP,Blue,3,0,,2,,,,"Pirate, Action",,"Go again, Steal",,,Overpower,,,"""For each hero that controls more Gold than you, **steal** a Gold token they control.",,,,,,,,138,0.3115124153498871,0.2643067789324183,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.1152235321524754,22,0.19469026548672566,0.16765035827715627,0.07215500622864021,23,0.18699186991869918,0.157267513757735,0.0693228480623368,83,0.45108695652173914,0.37959373285986076,0.1654206047806317,10,0.43478260869565216,0.3893157192750873,0.16880302861061894,0.11892537192055691
Mutiny on the Swiftwater (blue),common,3,SEA178,"Pirate, Action",https://prod-content.fabrary.io/cards/SEA178.webp,JwdBp6DFwFkG9npJ78jbK,Blue,3,0,,2,,,,"Pirate, Action",,"Go again, Steal",,,Go again,,,"""For each hero that controls more Gold than you, **steal** a Gold token they control.",,,,,,,,168,0.3792325056433409,0.32151595404755695,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.1402721260986657,26,0.23008849557522124,0.1999418505856707,0.08527409827021115,28,0.22764227642276422,0.19018311505380148,0.08439303242371435,105,0.5706521739130435,0.4793664783447767,0.2092670301441726,9,0.391304347826087,0.3583557982534964,0.15192272574955704,0.1327142216469138
Bandana of the Blue Beyond,common,0,SEA179,"Generic, Equipment, Head",https://prod-content.fabrary.io/cards/SEA179.webp,rFtnRCDzmJrrJwfJfWnFC,,,,,0,,,,"Generic, Equipment, Head",,,Action,Go again,,,,"**Action** - Discard a card, destroy this: Put a blue card from your graveyard on the bottom of your deck. **Go again**",Generic Equipment - Head,,,,,,,64,0.14446952595936793,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.08451241929668309,19,0.168141592920354,0.0,0.09839938573593059,11,0.08943089430894309,0.0,0.05233926898835467,31,0.16847826086956522,0.0,0.09839938573593059,3,0.13043478260869565,0.0,0.07695336576784315,0.08152285155701475
Helmsman's Peak,common,0,SEA180,"Generic, Equipment, Head",https://prod-content.fabrary.io/cards/SEA180.webp,PMh8LjJm6jmBKfm8FqfkW,,,,,1,,,,"Generic, Equipment, Head",,Blade Break,,,,,,"""When this defends, look at the top card of your deck.",,,,,,,,86,0.19413092550790068,0.0,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.12293478865698781,24,0.21238938053097345,0.0,0.13438125066921863,34,0.2764227642276423,0.0,0.1748760291485176,23,0.125,0.0,0.07943287582710622,5,0.21739130434782608,0.0,0.13518834526783258,0.13096962522816874
Captain's Coat,common,0,SEA181,"Generic, Equipment, Chest",https://prod-content.fabrary.io/cards/SEA181.webp,hmr8mCTP6dhctND9KcFjp,,,,,0,,,,"Generic, Equipment, Chest",,,Action,Go again,,,,**Action** - Destroy this: Gain {r}. Activate this only if you've drawn a card this turn. **Go again**,Generic Equipment - Chest,,,,,,,81,0.18284424379232506,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.10696103067236454,19,0.168141592920354,0.0,0.09839938573593059,15,0.12195121951219512,0.0,0.07137173043866546,45,0.24456521739130435,0.0,0.1428378180037702,2,0.08695652173913043,0.0,0.051302243845228766,0.09097779450589875
Old Knocker,common,0,SEA182,"Generic, Equipment, Chest",https://prod-content.fabrary.io/cards/SEA182.webp,KTh89nLtmJWQcQQJPwgDW,,,,,1,,,,"Generic, Equipment, Chest",,Blade Break,Instant,,,,,"""**Instant** - {t} your hero, destroy this: Gain {r}",,,,,,,,98,0.22121896162528218,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.12940964204804598,38,0.336283185840708,0.0,0.19679877147186117,10,0.08130081300813008,0.0,0.04758115362577697,45,0.24456521739130435,0.0,0.1428378180037702,5,0.21739130434782608,0.0,0.12825560961307192,0.12886833817862006
Swiftstrike Bracers,common,0,SEA183,"Generic, Equipment, Arms",https://prod-content.fabrary.io/cards/SEA183.webp,69mRCnm9t6Dcjkk9H8RhG,,,,,0,,,,"Generic, Equipment, Arms",,,Action,Go again,,,,**Action** - Destroy this: Your next attack this turn gets +2{p}. Activate this only if you've played a Nimblism this turn. **Go again**,Generic Equipment - Arms,,,,,,,77,0.17381489841986456,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.10167900446632185,18,0.1592920353982301,0.0,0.0932204706971974,36,0.2926829268292683,0.0,0.1712921530527971,17,0.09239130434782608,0.0,0.05396095346809097,6,0.2608695652173913,0.0,0.1539067315356863,0.11809507718844295
Light Fingers,common,0,SEA184,"Generic, Equipment, Arms",https://prod-content.fabrary.io/cards/SEA184.webp,QCpd7ctKhtN7LCP8FqkmP,,,,,1,,,,"Generic, Equipment, Arms",,Blade Break,,,,,,"""When this defends, if you are a Thief, **steal** a Gold token the attacking hero controls.",,,,,,,,69,0.15575620767494355,0.0,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.09863372578293209,14,0.12389380530973451,0.0,0.07838906289037753,30,0.24390243902439024,0.0,0.1543023786604567,16,0.08695652173913043,0.0,0.05525765274929128,9,0.391304347826087,0.0,0.24333902148209863,0.13282202894555603
Quartermaster's Boots,common,0,SEA185,"Generic, Equipment, Legs",https://prod-content.fabrary.io/cards/SEA185.webp,KbcGqTJFnNLmLWMpfzPbT,,,,,1,,,,"Generic, Equipment, Legs",,Blade Break,Action,Go again,,,,"""**Action** - {r}{r}, destroy this: The next non-attack action card you play this turn gets **go again**. **Go again**",,,,,,,,98,0.22121896162528218,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.12940964204804598,25,0.22123893805309736,0.0,0.1294728759683297,8,0.06504065040650407,0.0,0.03806492290062158,62,0.33695652173913043,0.0,0.19679877147186117,3,0.13043478260869565,0.0,0.07695336576784315,0.11032248402716391
