Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,draft_average_occurrence4,draft_average_occurrence5,draft_average_occurrence6,pick_rate,"Aurora, Emissary of Lightning_total_count","Aurora, Emissary of Lightning_average_count_per_deck","Aurora, Emissary of Lightning_average_count_per_normalized_deck","Aurora, Emissary of Lightning_pick_rate","Oscilio, Scion of the Third Age_total_count","Oscilio, Scion of the Third Age_average_count_per_deck","Oscilio, Scion of the Third Age_average_count_per_normalized_deck","Oscilio, Scion of the Third Age_pick_rate",Zyggy_total_count,Zyggy_average_count_per_deck,Zyggy_average_count_per_normalized_deck,Zyggy_pick_rate,weighted_pick_rate
Nucleus Aetherbolt (red),rare,1,OMN135,"Wizard, Action",https://prod-content.fabrary.io/cards/OMN135.webp,8zKwdDwBMQ79DjgrwJTTn,Red,1,0,,2,,,3,"Wizard, Action",,,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,46,0.13411078717201166,0.1112110895793166,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.1750883447834381,0,0.0,0.0,0.0,46,0.323943661971831,0.26862960370215205,0.4223758376792422,0,0.0,0.0,0.0,0.14079194589308072
Turn to Mindfire (red),rare,1,OMN136,"Wizard, Action",https://prod-content.fabrary.io/cards/OMN136.webp,JRHmPKJqfrMgNgJj6ngBt,Red,1,2,,2,,,5,"Wizard, Action",,,,,,,,"""Deal 5 arcane damage to any target.",,,,,,,,54,0.15743440233236153,0.13212837733903132,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.20553849170229688,0,0.0,0.0,0.0,54,0.38028169014084506,0.31915516498089963,0.4958325051017191,0,0.0,0.0,0.0,0.16527750170057304
Haven Veil (red),rare,1,OMN137,"Wizard, Instant, Aura",https://prod-content.fabrary.io/cards/OMN137.webp,PnnF9jgBnbK7W67t7KrHG,Red,1,0,,,,,,"Wizard, Instant, Aura",,,,,,,,"""When this enters the arena, prevent the next 3 arcane damage that would be dealt to you this turn.",,,,,,,,29,0.08454810495626822,0.07045031430140192,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.11038178258086315,0,0.0,0.0,0.0,29,0.20422535211267606,0.17017223806606238,0.2662804194064788,0,0.0,0.0,0.0,0.08876013980215959
Haven Veil (yellow),rare,2,OMN138,"Wizard, Instant, Aura",https://prod-content.fabrary.io/cards/OMN138.webp,g7bpktwdT6TNqpKwzJHPG,Yellow,2,0,,,,,,"Wizard, Instant, Aura",,,,,,,,"""When this enters the arena, prevent the next 2 arcane damage that would be dealt to you this turn.",,,,,,,,27,0.07871720116618076,0.06492003954071489,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.10276924585114844,0,0.0,0.0,0.0,27,0.19014084507042253,0.15681389832721976,0.24791625255085956,0,0.0,0.0,0.0,0.08263875085028652
Haven Veil (blue),rare,3,OMN139,"Wizard, Instant, Aura",https://prod-content.fabrary.io/cards/OMN139.webp,nNKq8rmjRrnwqK7DdtkPr,Blue,3,0,,,,,,"Wizard, Instant, Aura",,,,,,,,"""When this enters the arena, prevent the next 1 arcane damage that would be dealt to you this turn.",,,,,,,,17,0.04956268221574344,0.04025701604883654,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.06470656220257495,0,0.0,0.0,0.0,17,0.11971830985915492,0.09724053876585163,0.15609541827276344,0,0.0,0.0,0.0,0.052031806090921146
Constella Tiara,common,0,OMN142,"Lightning, Equipment, Head",https://prod-content.fabrary.io/cards/OMN142.webp,CwhpPfrRGmdGNkjR6Fg8G,,,,,0,,,,"Lightning, Equipment, Head",,,Instant,,,,,"**Instant** - {r}{r}, destroy this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Ponder token.",Lightning Equipment - Head,,,,,,,90,0.26239067055393583,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,1.6216216216216217,1.621621621621621,0.15555999469177675,26,0.23853211009174313,0.0,0.14187935406875538,37,0.2605633802816901,0.0,0.15388019977378056,27,0.29347826086956524,0.0,0.17435796144558133,0.15670583842937244
Starflow Robes,common,0,OMN143,"Lightning, Equipment, Chest",https://prod-content.fabrary.io/cards/OMN143.webp,7cRzGcKGcWdbccLB8KnRn,,,,,0,,,,"Lightning, Equipment, Chest",,,Instant,,,,,"**Instant** - {r}{r}, destroy this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.",Lightning Equipment - Chest,,,,,,,109,0.3177842565597668,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,2.2702702702702706,2.2702702702702697,0.151670527095212,30,0.27522935779816515,0.0,0.129003635784074,41,0.2887323943661972,0.0,0.13962866603047872,38,0.41304347826086957,0.0,0.19742776313576874,0.1553533549834405
Laced Lightning,common,0,OMN144,"Lightning, Equipment, Legs",https://prod-content.fabrary.io/cards/OMN144.webp,Kb99nwFrrpTQJTpqN6kCt,,,,,0,,,,"Lightning, Equipment, Legs",,,Instant,,,,,"**Instant** - {r}{r}, destroy this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create an Embodiment of Lightning token.",Lightning Equipment - Legs,,,,,,,91,0.2653061224489796,0.0,1.7142857142857149,1.8742430589937933,1.9999999999999993,2.0,1.945945945945946,1.9459459459459423,0.14030024852639253,44,0.4036697247706422,0.0,0.21163722228664575,25,0.176056338028169,0.0,0.0936184482668265,22,0.2391304347826087,0.0,0.1266809324682908,0.143978867673921
Astral Strike (red),mythic,1,OMN145,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN145.webp,JGKT7tnrTWkdRwpDwdGfd,Red,1,1,5,3,,,,"Lightning, Action, Attack",,Go again,,,,,,"""When this attacks, if you've destroyed a Lightning Flow this turn, choose 1;",,,,,,,,11,0.03206997084548105,0.026462487390467603,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.4191735537190082,0.4191735537190082,0.5352380952380951,0.06609832964659715,6,0.05504587155963303,0.044970426606180856,0.11583998265401677,3,0.02112676056338028,0.01728841517573912,0.043400615148408206,2,0.021739130434782608,0.01869458391197522,0.043956336881280596,0.06773231156123519
Flowstate Embodiment (red),mythic,1,OMN146,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN146.webp,HWwCcqHRHkB69mfHDdJfk,Red,1,0,4,3,,,,"Lightning, Action, Attack",,,,,,,,"Whenever you play an instant card this chain link, create an Embodiment of Lightning or Lightning FLow token.",Lightning Action - Attack,,,,No,No,,18,0.052478134110787174,0.044582221857831346,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.4191735537190082,0.4191735537190082,0.5352380952380951,0.10816090305806805,6,0.05504587155963303,0.04643664237459506,0.11583998265401677,9,0.06338028169014084,0.0529184634077147,0.13020184544522462,3,0.03260869565217391,0.02951832907075874,0.06593450532192088,0.10399211114038742
Static Shelter (yellow),mythic,2,OMN147,"Lightning, Defense, Reaction",https://prod-content.fabrary.io/cards/OMN147.webp,BwLkmCpwbHmgKTDdHThfG,Yellow,2,0,,3,,,,"Lightning, Defense Reaction",,,,,,,,"When this defends, you may pay {r}. If you do, create a Lightning Flow token.",Lightning Defense Reaction,,,,No,No,,16,0.04664723032069971,0.040079147018351274,0.5536304346328936,0.45558331731693247,0.3662809917355372,0.32,0.32,0.4666666666666669,0.10943079699726448,5,0.045871559633027525,0.03839903897243348,0.11182881378905761,5,0.035211267605633804,0.03092261232277802,0.08160747298153943,6,0.06521739130434782,0.056202622059399555,0.14913860929115685,0.11419163202058463
Beckoning Brilliance (red),rare,1,OMN148,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN148.webp,tbJKjHrCbwffmbGt6hhTM,Red,1,0,4,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, the next instant card you play this chain link costs {r} less to play.",Lightning Action - Attack,,,,,No,,19,0.05539358600583091,0.0462228996447195,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.07231909893228965,9,0.08256880733944955,0.07114669210275197,0.10776428979936148,3,0.02112676056338028,0.01713815372080754,0.02754625028342884,7,0.07608695652173914,0.06158529685417557,0.09957161290765659,0.07829405099681563
Flowshard Elemental (red),rare,1,OMN149,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN149.webp,tR69zGf7gHHC9pTwwwnkH,Red,1,0,4,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, you may discard an instant card. If you do, create a Lightning Flow token and this gets **go again**.",Lightning Action - Attack,,,,,No,,33,0.09620991253644315,0.0823419782023415,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.12560685604029254,14,0.12844036697247707,0.11101876607899971,0.16763333968789562,8,0.056338028169014086,0.04704085541743066,0.0734566674224769,11,0.11956521739130435,0.10285273425561975,0.1564696774263175,0.13251989484556334
Lightning Form (red),rare,1,OMN150,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN150.webp,DdtptrGpgDbnbDJgktBtk,Red,1,1,5,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits, create an Embodiment of Lightning token.",Lightning Action - Attack,,,,,No,,28,0.08163265306122448,0.06970911957829111,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7199999999999999,0.7199999999999999,0.6833333333333329,0.11256565107775451,14,0.12844036697247707,0.10892427062151833,0.17793030660075945,6,0.04225352112676056,0.035931370852663305,0.05795063131340454,8,0.08695652173913043,0.07538291148402351,0.12025584331474118,0.11871226040963505
Visionary of Orbits (red),rare,1,OMN151,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN151.webp,LKrMGGMMHFKbbcM6LQ9WN,Red,1,3,7,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits, you may put an instant card from your graveyard on the bottom of your deck.",Lightning Action - Attack,,,,,No,,33,0.09620991253644315,0.08260609684825988,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.12560685604029254,9,0.08256880733944955,0.07180145010690074,0.10776428979936148,10,0.07042253521126761,0.05884926242053525,0.09182083427809613,14,0.15217391304347827,0.13207541188679298,0.19914322581531319,0.13290944996425694
Flowing Stormstrike (red),rare,1,OMN152,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN152.webp,KQhHqHjdrF8cFkRhQDQWq,Red,1,0,4,2,,,,"Lightning, Action, Attack",,,Twice per Turn Instant,,,,,"""**Twice per Turn Instant** - {r}: This gets +1{p}.",,,,,,,,37,0.10787172011661808,0.09034902996284543,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.14083192949972195,19,0.1743119266055046,0.14668735111047718,0.22750238957642976,7,0.04929577464788732,0.041658717388015784,0.06427458399466729,11,0.11956521739130435,0.09875280583821437,0.1564696774263175,0.14941555033247153
Meteoric Rise (red),rare,1,OMN153,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN153.webp,cmbfFHBr6hjhrdmNNQGg6,Red,1,1,5,2,,,,"Lightning, Action, Attack",,,Twice per Turn Instant,,,,,"""**Twice per Turn Instant** - {r}: This gets +1{p}.",,,,,,,,42,0.12244897959183673,0.10318711848284995,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.15986327132400868,13,0.11926605504587157,0.10080404020529565,0.1556595297101888,15,0.1056338028169014,0.08938003127950564,0.1377312514171442,14,0.15217391304347827,0.12732148712554894,0.19914322581531319,0.1641780023142154
Voltic Impact (red),rare,1,OMN154,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN154.webp,zgJwfNDg6zwBCGkthNGQz,Red,1,2,6,2,,,,"Lightning, Action, Attack",,,Twice per Turn Instant,,,,,"""**Twice per Turn Instant** - {r}: This gets +1{p}.",,,,,,,,22,0.0641399416909621,0.05431757860941395,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.0837379040268617,4,0.03669724770642202,0.031042568279481392,0.04789523991082732,6,0.04225352112676056,0.036025672381156726,0.05509250056685768,12,0.13043478260869565,0.11012656567870929,0.17069419355598273,0.0912273113445559
Rift Breaker (red),rare,1,OMN155,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN155.webp,kgNHt6z9pwBJLNLKqNc7c,Red,1,2,6,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits a hero, destroy a Lightning Flow token they control.",Lightning Action - Attack,,,,,No,,23,0.06705539358600583,0.05619282078587607,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.08754417239171905,10,0.09174311926605505,0.07855187532524426,0.1197380997770683,5,0.035211267605633804,0.028574077869852516,0.04591041713904807,8,0.08695652173913043,0.07233113110418266,0.11379612903732182,0.09314821531781274
Rift Breaker (yellow),rare,2,OMN156,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN156.webp,NTTNLDR97DQMKrFCDz8FT,Yellow,2,2,5,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits a hero, destroy a Lightning Flow token they control.",Lightning Action - Attack,,,,,No,,28,0.08163265306122448,0.06976680952493083,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.10657551421600579,10,0.09174311926605505,0.07890924584692871,0.1197380997770683,6,0.04225352112676056,0.03502081212149672,0.05509250056685768,12,0.13043478260869565,0.11256470161395116,0.17069419355598273,0.11517493129996957
Rift Breaker (blue),rare,3,OMN157,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN157.webp,p9ccrThgrP8Jt6JNkcTGM,Blue,3,2,4,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits a hero, destroy a Lightning Flow token they control.",Lightning Action - Attack,,,,,No,,24,0.06997084548104957,0.06001869833511513,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.09135044075657639,8,0.07339449541284404,0.06370449501076933,0.09579047982165464,8,0.056338028169014086,0.04749795504248693,0.0734566674224769,8,0.08695652173913043,0.0749773256167118,0.11379612903732182,0.09434775876048446
Flow Through (blue),rare,3,OMN158,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN158.webp,PcCQGjz68TjzgQrMfRnLQ,Blue,3,0,,,,,,"Lightning, Instant",,,,,,,,"""Target Lightning attack gets +1{p} and """"When this hits, create a Lightning Flow token.""""""",Lightning Instant,,,,,No,,30,0.08746355685131195,0.07349474833329275,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.11418805094572049,15,0.13761467889908258,0.11343631333974165,0.17960714966560246,8,0.056338028169014086,0.047836132757425216,0.0734566674224769,7,0.07608695652173914,0.0657761920949261,0.09957161290765659,0.11754514333191197
Livewire Press (red),rare,1,OMN159,"Lightning, Instant",https://prod-content.fabrary.io/cards/OMN159.webp,HfTqKQj6gGzCwwdFhdLQL,Red,1,1,,,,,,"Lightning, Instant",,,,,,,,"""Target Lightning attack action card gets """"When this hits a hero, deal 4 damage to them.""""""",Lightning Instant,,,,,No,,18,0.052478134110787174,0.04425922274208204,0.7731603341528761,0.7555256582740724,0.7778512396694216,0.7788317691553437,0.7788317691553437,0.7443502824858751,0.06851283056743229,11,0.10091743119266056,0.08556134258941939,0.13171190975477512,2,0.014084507042253521,0.01208229770781552,0.018364166855619226,5,0.05434782608695652,0.04498957373671332,0.07112258064832615,0.07373288575290683
Astral Assault (red),common,1,OMN160,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN160.webp,rNhqkLtwRGdRf7Pkh6b7b,Red,1,2,5,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, you may destroy a Lightning Flow you control. If you do, this gets +2{p}.",Lightning Action - Attack,,,,,,,58,0.16909620991253643,0.14508862979677453,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.09729238499556463,12,0.11009174311926606,0.09870167833605505,0.06109205796644419,27,0.19014084507042253,0.16032568057119237,0.11275339413503166,19,0.20652173913043478,0.17652902652776456,0.11856053236951436,0.09746866149033007
Astral Assault (yellow),common,2,OMN161,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN161.webp,dhfWgpW6bPJrPMcKrFRdt,Yellow,2,2,4,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, you may destroy a Lightning Flow you control. If you do, this gets +2{p}.",Lightning Action - Attack,,,,,,,46,0.13411078717201166,0.11333956074182992,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.6006667129661785,1.8416966645689121,0.08671968893536261,14,0.12844036697247707,0.10791695210099221,0.08070247847734992,19,0.13380281690140844,0.10959672717837808,0.0885260147257539,13,0.14130434782608695,0.1255411553924981,0.09132944459914985,0.08685264593408455
Astral Assault (blue),common,3,OMN162,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN162.webp,BJBhJz9Gmjc6fpQjzrDB8,Blue,3,2,3,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, you may destroy a Lightning Flow you control. If you do, this gets +2{p}.",Lightning Action - Attack,,,,,,,76,0.22157434402332363,0.18736119709551768,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.44772553649559,2.8328860918816874,0.10446244139036728,20,0.1834862385321101,0.15755599739660142,0.08253507347560847,34,0.23943661971830985,0.20056805071848896,0.11759433649383734,22,0.2391304347826087,0.20228938788595202,0.11219714659518935,0.10410885218821171
Electrolyze (red),common,1,OMN163,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN163.webp,rh8QMDbW9nkbWFwtJhcqQ,Red,1,1,4,0,,,,"Lightning, Action, Attack",,Go again,,,,,,**Go again**,Lightning Action - Attack,,,,,,,71,0.20699708454810495,0.17407017319068613,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.11909929887388084,31,0.28440366972477066,0.2386763031574433,0.1578211497466475,23,0.1619718309859155,0.1355870908957618,0.09604918759650845,17,0.18478260869565216,0.15692375492441116,0.10608047633061812,0.11998360455792469
Electrolyze (yellow),common,2,OMN164,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN164.webp,mkwdBRzRGWTQzwwJzqRbG,Yellow,2,1,3,0,,,,"Lightning, Action, Attack",,Go again,,,,,,**Go again**,Lightning Action - Attack,,,,,,,50,0.1457725947521866,0.12329116537623253,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.6006667129661785,1.8416966645689121,0.09426053145148111,22,0.2018348623853211,0.17258581493499264,0.12681818046440702,10,0.07042253521126761,0.058668495728354884,0.046592639329344154,18,0.1956521739130435,0.1646314076381212,0.12645615406036134,0.09995565795137085
Electrolyze (blue),common,3,OMN165,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN165.webp,wmn7GbbMWqtGtTpqBk6QF,Blue,3,1,2,0,,,,"Lightning, Action, Attack",,Go again,,,,,,**Go again**,Lightning Action - Attack,,,,,,,38,0.11078717201166181,0.09294132591701074,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.08176470517686557,22,0.2018348623853211,0.17116976441700632,0.14615169507068954,7,0.04929577464788732,0.039877151811918296,0.03688253805230868,9,0.09782608695652174,0.08216103163900647,0.07233100794588385,0.08512174702296067
Flittering Spike (red),common,1,OMN166,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN166.webp,QQqkkCLrwB88t8t7w8mwz,Red,1,1,4,3,,,,"Lightning, Action, Attack",,,,,,,,"""If you've played an instant card this chain link, this gets +2{p}.",,,,,,,,90,0.26239067055393583,0.2196836865773988,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.165372595319119,2.5024896161107617,0.1359849983944607,27,0.24770642201834864,0.2065100548551993,0.12307801678703709,26,0.18309859154929578,0.15374589261564367,0.09837488266313164,37,0.40217391304347827,0.33706512788488835,0.20766735446864587,0.14304008463960485
Flittering Spike (yellow),common,2,OMN167,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN167.webp,NwMDbH6HdbCPLbKQCCqDh,Yellow,2,1,3,3,,,,"Lightning, Action, Attack",,,,,,,,"""If you've played an instant card this chain link, this gets +2{p}.",,,,,,,,54,0.15743440233236153,0.13275319679417824,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.6006667129661785,1.8416966645689121,0.1018013739675996,10,0.09174311926605505,0.07718001256750652,0.057644627483821376,23,0.1619718309859155,0.13310194949099582,0.10716307045749156,21,0.22826086956521738,0.19805704676982075,0.1475321797370882,0.10411329255946705
Flittering Spike (blue),common,3,OMN168,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN168.webp,hLpJwQM8kntLtkwcqdrrF,Blue,3,1,2,3,,,,"Lightning, Action, Attack",,,,,,,,"""If you've played an instant card this chain link, this gets +2{p}.",,,,,,,,90,0.26239067055393583,0.22525809244175943,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.44772553649559,2.8328860918816874,0.12370552269911915,19,0.1743119266055046,0.14932217348462698,0.07840831980182804,34,0.23943661971830985,0.20096464037549258,0.11759433649383734,37,0.40217391304347827,0.3527220637432525,0.18869520109190938,0.1282326191291916
Glide Through Starlight (red),common,1,OMN169,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN169.webp,MwBWGN8MdgtBhK7qthRJg,Red,1,1,5,2,,,,"Lightning, Action, Attack",,,Instant,,,,,"**Instant** - {r}, discard this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.",Lightning Action - Attack,,,,,,,57,0.1661807580174927,0.14096750549183817,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.12264705776529836,21,0.1926605504587156,0.16670917684794598,0.13950843620383999,14,0.09859154929577464,0.08131580518533818,0.07376507610461736,22,0.2391304347826087,0.20254032359735163,0.1768091305343827,0.13002754761428
Glide Through Starlight (yellow),common,2,OMN170,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN170.webp,cq6dc8kNzfPMfDcBNBpHM,Yellow,2,1,4,2,,,,"Lightning, Action, Attack",,,Instant,,,,,"**Instant** - {r}, discard this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.",Lightning Action - Attack,,,,,,,64,0.18658892128279883,0.15932265832768727,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.165372595319119,2.5024896161107617,0.0967004433027276,19,0.1743119266055046,0.14881717293576144,0.08661045625754461,28,0.19718309859154928,0.16917543514314543,0.10594218132952637,17,0.18478260869565216,0.1565618278920877,0.09541473043153999,0.09598912267287031
Glide Through Starlight (blue),common,3,OMN171,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN171.webp,CNkgfHmrWLL6QDRK8zWzz,Blue,3,1,3,2,,,,"Lightning, Action, Attack",,,Instant,,,,,"**Instant** - {r}, discard this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.",Lightning Action - Attack,,,,,,,76,0.22157434402332363,0.18559415969977944,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.8830196541426492,2.172093140339835,0.127486573442464,26,0.23853211009174313,0.20206345117761876,0.1323661255939624,27,0.19014084507042253,0.1572719980691027,0.11275339413503166,23,0.25,0.20979627035707932,0.14352064444730686,0.1295467213921003
Heaven's Claws (red),common,1,OMN172,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN172.webp,BDqM89MWQr6zKfCk6hkBH,Red,1,1,5,3,,,,"Lightning, Action, Attack",,,,,,,,,Lightning Action - Attack,,,,,,,56,0.16326530612244897,0.1395566536634242,1.001358885737308,1.5824175824175835,1.4285714285714288,1.5,1.4117647058823528,1.651982378854625,0.11635320214733305,25,0.22935779816513763,0.19809173927495574,0.15988450693715753,19,0.13380281690140844,0.11373412334227535,0.09719214092018147,12,0.13043478260869565,0.110061816423709,0.09270616323002236,0.11659427036245378
Heaven's Claws (yellow),common,2,OMN173,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN173.webp,NMTzJw6qfQ7rBdDpgMCzL,Yellow,2,1,4,3,,,,"Lightning, Action, Attack",,,,,,,,,Lightning Action - Attack,,,,,,,41,0.119533527696793,0.1014868736639291,1.001358885737308,1.5824175824175835,1.4285714285714288,1.5,1.4117647058823528,1.651982378854625,0.08518716585786884,16,0.14678899082568808,0.12845583012204706,0.1023260844397808,17,0.11971830985915492,0.09853292886652334,0.0869613892443729,8,0.08695652173913043,0.07409387265628499,0.0618041088200149,0.08369719416805621
Heaven's Claws (blue),common,3,OMN174,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN174.webp,HCGkgWcrLLkmHFBRbhpdM,Blue,3,1,3,3,,,,"Lightning, Action, Attack",,,,,,,,,Lightning Action - Attack,,,,,,,62,0.18075801749271136,0.1524178658562487,1.001358885737308,1.5824175824175835,1.4285714285714288,1.5,1.4117647058823528,1.651982378854625,0.12881961666311875,18,0.1651376146788991,0.14076541674924098,0.11511684499475341,26,0.18309859154929578,0.15277211192894924,0.13299977178551148,18,0.1956521739130435,0.16567671379473103,0.13905924484503354,0.12905862054176614
Stellar Glide (red),common,1,OMN175,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN175.webp,RcbDmpjTgR9FJbgqzb8Tq,Red,1,2,5,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, you may destroy a Lightning Flow you control. If you do, this gets **go again**.",Lightning Action - Attack,,,,,,,79,0.2303206997084548,0.1971384144717521,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,2.44772553649559,2.8328860918816874,0.10858595881367125,36,0.3302752293577982,0.2834052971791916,0.14856313225609524,23,0.1619718309859155,0.13895243349017705,0.07954910998112526,20,0.21739130434782608,0.18473970886602126,0.10199740599562669,0.11003654941094905
Stellar Glide (yellow),common,2,OMN176,"Lightning, Action, Attack",https://prod-content.fabrary.io/cards/OMN176.webp,chPp6ddLWdLWWM7fTMLfp,Yellow,2,2,4,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, you may destroy a Lightning Flow you control. If you do, this gets **go again**.",Lightning Action - Attack,,,,,,,50,0.1457725947521866,0.12497736866525734,1.001358885737308,1.7423749271256612,1.6025601193065309,1.6889020070838252,1.3183137717897078,1.5113001887979862,0.1075851383906126,16,0.14678899082568808,0.12723427682278193,0.10629214186959238,20,0.14084507042253522,0.11833260412136921,0.10537868014945335,14,0.15217391304347827,0.1325594727528871,0.11251490124915264,0.10806190775606613
