Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Florian_total_count,Florian_average_count_per_deck,Florian_average_count_per_normalized_deck,Florian_pick_rate,Verdance_total_count,Verdance_average_count_per_deck,Verdance_average_count_per_normalized_deck,Verdance_pick_rate,Oscilio_total_count,Oscilio_average_count_per_deck,Oscilio_average_count_per_normalized_deck,Oscilio_pick_rate,Aurora_total_count,Aurora_average_count_per_deck,Aurora_average_count_per_normalized_deck,Aurora_pick_rate,weighted_pick_rate
Pop the Bubble (red),rare,1,ROS176,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS176.png,QMpq7DpJhfwJKkBfr6JKF,Red,1,0,,3,,,3,"Wizard, Action",,Surge,,,,,,"""Deal 3 arcane damage to any target.",,,,,,,,31,0.10264900662251655,0.08510106926815453,0.8496496842105264,0.8496496842105264,0.805600452370596,0.12352767810935626,0,0.0,0.0,0.0,25,0.29411764705882354,0.24444614470338374,0.35504199931522556,6,0.1276595744680851,0.10473618338712865,0.15381262549690755,0,0.0,0.0,0.0,0.12721365620303327
Pop the Bubble (yellow),rare,2,ROS177,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS177.png,dTfFbRdN9zLPKfgWd8mmp,Yellow,2,0,,3,,,2,"Wizard, Action",,Surge,,,,,,"""Deal 2 arcane damage to any target.",,,,,,,,32,0.10596026490066225,0.09034792979867613,0.8496496842105264,0.8496496842105264,0.805600452370596,0.1275124419193355,0,0.0,0.0,0.0,23,0.27058823529411763,0.23016873088126047,0.32663863937000753,9,0.19148936170212766,0.1642709079636818,0.23071893824536135,0,0.0,0.0,0.0,0.13933939440384221
Pop the Bubble (blue),rare,3,ROS178,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS178.png,Fwd6jCqPfPh696Kz7gLfW,Blue,3,0,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal 1 arcane damage to any target.",,,,,,,,29,0.09602649006622517,0.08017392928614302,0.8496496842105264,0.8496496842105264,0.805600452370596,0.11555815048939778,0,0.0,0.0,0.0,21,0.24705882352941178,0.2072312699794033,0.2982352794247895,8,0.1702127659574468,0.14038018502480656,0.2050835006625434,0,0.0,0.0,0.0,0.12582969502183322
Sigil of Temporal Manipulation (blue),rare,3,ROS182,"Wizard, Instant, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS182.png,HcFDpBjqzK8KBzjF6Tbnp,Blue,3,0,,,,,,"Wizard, Instant, Aura",,,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,40,0.13245033112582782,0.10834103059218689,0.8496496842105264,0.8496496842105264,0.805600452370596,0.15939055239916936,0,0.0,0.0,0.0,15,0.17647058823529413,0.14424148069203613,0.21302519958913535,25,0.5319148936170213,0.435286497447178,0.6408859395704481,0,0.0,0.0,0.0,0.21347778478989587
Aether Quickening (red),common,1,ROS183,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS183.png,BrJTbrWqKzQRmRLrfbmcb,Red,1,1,,3,,,4,"Wizard, Action",,"Surge, Go again",,,,,,"""Deal 4 arcane damage to target hero.",,,,,,,,84,0.2781456953642384,0.23165513179081826,2.680294468085106,2.0995639999999995,2.1002447999999996,0.12247745969696709,0,0.0,0.0,0.0,49,0.5764705882352941,0.4812007023311221,0.25160293417264334,35,0.7446808510638298,0.6182508532485478,0.32238387880727176,0,0.0,0.0,0.0,0.14349670324497876
Aether Quickening (yellow),common,2,ROS184,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS184.png,KKRrkTpNjNQB9wmwGCCGF,Yellow,2,1,,3,,,3,"Wizard, Action",,"Surge, Go again",,,,,,"""Deal 3 arcane damage to target hero.",,,,,,,,66,0.2185430463576159,0.17941233269404744,1.340147234042553,2.0995639999999995,2.1002447999999996,0.11649099919274183,0,0.0,0.0,0.0,35,0.4117647058823529,0.34433893916456293,0.22260781662275803,31,0.6595744680851063,0.5300790349917974,0.36137393062417433,0,0.0,0.0,0.0,0.1459954368117331
Aether Quickening (blue),common,3,ROS185,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS185.png,ntkQpCD8QdNG6KMNchJNw,Blue,3,1,,3,,,2,"Wizard, Action",,"Surge, Go again",,,,,,"""Deal 2 arcane damage to target hero.",,,,,,,,70,0.23178807947019867,0.19436921665952744,2.680294468085106,2.0995639999999995,2.1002447999999996,0.10206454974747257,0,0.0,0.0,0.0,47,0.5529411764705883,0.4701082356274725,0.24133342665539262,23,0.48936170212765956,0.3987298596349384,0.21185226321620715,0,0.0,0.0,0.0,0.11329642246789995
Arcane Twining (red),common,1,ROS186,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS186.png,qHchQQKQNHj6mWgrcR96W,Red,1,0,,3,,,3,"Wizard, Action",,,Instant,Amp 1,,,,"""Deal 3 arcane damage to any target.",,,,,,,,96,0.31788079470198677,0.2653851465306962,2.882552445613196,2.30182197752809,2.3025194966292135,0.12852704118661248,0,0.0,0.0,0.0,59,0.6941176470588235,0.5844721545374666,0.27837552568112195,37,0.7872340425531915,0.6482166195018213,0.3133662597305759,0,0.0,0.0,0.0,0.14793544635292447
Arcane Twining (yellow),common,2,ROS187,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS187.png,qKj6WNWcF9RtfbwRRNnbT,Yellow,2,0,,3,,,2,"Wizard, Action",,,Instant,Amp 1,,,,"""Deal 2 arcane damage to any target.",,,,,,,,64,0.2119205298013245,0.17542840192557405,1.542405211570643,2.30182197752809,2.3025194966292135,0.10196742522536804,0,0.0,0.0,0.0,36,0.4235294117647059,0.3552193766050312,0.2063985891190265,28,0.5957446808510638,0.4848027738318233,0.29383925342973893,0,0.0,0.0,0.0,0.12505946063719137
Arcane Twining (blue),common,3,ROS188,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS188.png,GpH8Grr9GpG8qD7PPm9Lt,Blue,3,0,,3,,,1,"Wizard, Action",,,Instant,Amp 1,,,,"""Deal 1 arcane damage to any target.",,,,,,,,86,0.2847682119205298,0.2379358466131505,2.882552445613196,2.30182197752809,2.3025194966292135,0.11513880772967369,0,0.0,0.0,0.0,54,0.6352941176470588,0.5382510316568101,0.2547843794369591,32,0.6808510638297872,0.5554316592838855,0.2710194678750927,0,0.0,0.0,0.0,0.13145096182801294
Etchings of Arcana (red),common,1,ROS189,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS189.png,9QB9tNFgJJrW87DhjjdrM,Red,1,0,,3,,,3,"Wizard, Action",,Surge,,,,,,"""Deal 3 arcane damage to target hero.",,,,,,,,102,0.33774834437086093,0.2796885505164618,2.882552445613196,2.30182197752809,2.3025194966292135,0.1365599812607758,0,0.0,0.0,0.0,50,0.5882352941176471,0.49059891824481694,0.23591146244162878,52,1.1063829787234043,0.9098943447906815,0.4404066352970256,0,0.0,0.0,0.0,0.1690795244346636
Etchings of Arcana (yellow),common,2,ROS190,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS190.png,L8QMPzFdqBBGzD7CNRHQj,Yellow,2,0,,3,,,2,"Wizard, Action",,Surge,,,,,,"""Deal 2 arcane damage to target hero.",,,,,,,,62,0.2052980132450331,0.1733435225787552,1.542405211570643,2.30182197752809,2.3025194966292135,0.0987809431870753,0,0.0,0.0,0.0,35,0.4117647058823529,0.3499675017886637,0.20066529497683133,27,0.574468085106383,0.48090438652654577,0.28334499437867683,0,0.0,0.0,0.0,0.12100257233887704
Etchings of Arcana (blue),common,3,ROS191,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS191.png,Hnw87jtbJwdMWMNf8NgPk,Blue,3,0,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal 1 arcane damage to target hero.",,,,,,,,87,0.28807947019867547,0.24058162676985517,2.882552445613196,2.30182197752809,2.3025194966292135,0.11647763107536757,0,0.0,0.0,0.0,58,0.6823529411764706,0.5777566401054396,0.27365729643228937,29,0.6170212765957447,0.5009858909688069,0.24561139276180274,0,0.0,0.0,0.0,0.12981717229852302
Exploding Aether (red),common,1,ROS192,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS192.png,wPLfnbgJtbFDq7kgKjW6r,Red,1,2,,2,,,,"Wizard, Action",,"Amp 3, Go again",,,,,,"""**Amp 3**",,,,,,,,93,0.3079470198675497,0.25474119146207186,2.882552445613196,2.30182197752809,2.3025194966292135,0.12451057114953085,0,0.0,0.0,0.0,53,0.6235294117647059,0.5223296103782354,0.2500661501881265,40,0.851063829787234,0.6922089987105466,0.3387743348438659,0,0.0,0.0,0.0,0.1472101212579981
Exploding Aether (yellow),common,2,ROS193,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS193.png,wngpKCpwWbfBCr7kPKmmJ,Yellow,2,2,,2,,,,"Wizard, Action",,"Amp 2, Go again",,,,,,"""**Amp 2**",,,,,,,,59,0.19536423841059603,0.16449283192721606,1.542405211570643,2.30182197752809,2.3025194966292135,0.09400122012963616,0,0.0,0.0,0.0,33,0.38823529411764707,0.3296180241474154,0.18919870669244096,26,0.5531914893617021,0.460836238074233,0.2728507353276147,0,0.0,0.0,0.0,0.11551236050501393
Exploding Aether (blue),common,3,ROS194,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS194.png,bC8kjBnNK7hHFCRKhnhhH,Blue,3,2,,2,,,,"Wizard, Action",,"Amp 1, Go again",,,,,,"""**Amp 1**",,,,,,,,46,0.152317880794702,0.12930755112539238,2.882552445613196,2.30182197752809,2.3025194966292135,0.061585873901918484,0,0.0,0.0,0.0,35,0.4117647058823529,0.34913275820735834,0.16513802370914013,11,0.23404255319148937,0.19945948919666062,0.09316294208206312,0,0.0,0.0,0.0,0.06457524144780082
Overflow the Aetherwell (red),common,1,ROS198,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS198.png,CMbWnJbGKW8JdmD7TB8JF,Red,1,0,,3,,,3,"Wizard, Action",,Surge,,,,,,"""Deal 3 arcane damage to target hero.",,,,,,,,84,0.2781456953642384,0.23566250948772463,2.882552445613196,2.30182197752809,2.3025194966292135,0.11246116103828593,0,0.0,0.0,0.0,57,0.6705882352941176,0.5750303111491655,0.2689390671834568,27,0.574468085106383,0.474308540800293,0.22867267601960947,0,0.0,0.0,0.0,0.12440293580076656
Overflow the Aetherwell (yellow),common,2,ROS199,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS199.png,d9FtdtrTdngR8nLPQqwmN,Yellow,2,0,,3,,,2,"Wizard, Action",,Surge,,,,,,"""Deal 2 arcane damage to target hero.",,,,,,,,56,0.18543046357615894,0.1548131370383759,1.542405211570643,2.30182197752809,2.3025194966292135,0.08922149707219704,0,0.0,0.0,0.0,40,0.47058823529411764,0.3966579841336041,0.22933176568780722,16,0.3404255319148936,0.2773965688134715,0.16790814481699365,0,0.0,0.0,0.0,0.09930997762620022
Overflow the Aetherwell (blue),common,3,ROS200,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS200.png,ghzGbkHbQ8cgDFHj9gGKP,Blue,3,0,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal 1 arcane damage to target hero.",,,,,,,,88,0.2913907284768212,0.24585243608522442,2.882552445613196,2.30182197752809,2.3025194966292135,0.11781645442106145,0,0.0,0.0,0.0,65,0.7647058823529411,0.6478364108073429,0.3066849011741174,23,0.48936170212765956,0.4081136335981632,0.19479524253522287,0,0.0,0.0,0.0,0.12537003592733506
Perennial Aetherbloom (red),common,1,ROS201,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS201.png,Mn7GCfnN9PJTP9dTGtkdn,Red,1,0,,3,,,3,"Wizard, Action",,Surge,,,,,,"""Deal 3 arcane damage to target hero.",,,,,,,,97,0.3211920529801324,0.2696183380466825,2.882552445613196,2.30182197752809,2.3025194966292135,0.12986586453230636,0,0.0,0.0,0.0,71,0.8352941176470589,0.7038525278554417,0.33499427666711284,26,0.5531914893617021,0.45951645154011866,0.2202033176485128,0,0.0,0.0,0.0,0.1387993985789064
Perennial Aetherbloom (yellow),common,2,ROS202,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS202.png,NCTn7FNh8QCgcJnFzHcGK,Yellow,2,0,,3,,,2,"Wizard, Action",,Surge,,,,,,"""Deal 2 arcane damage to target hero.",,,,,,,,77,0.25496688741721857,0.21584118117695247,1.542405211570643,2.30182197752809,2.3025194966292135,0.12267955847427092,0,0.0,0.0,0.0,69,0.8117647058823529,0.6909460485181901,0.39559729581146746,8,0.1702127659574468,0.13731111896581893,0.08395407240849682,0,0.0,0.0,0.0,0.11988784205499108
Perennial Aetherbloom (blue),common,3,ROS203,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS203.png,cTC7fqqfnrTWzdKpzcKnG,Blue,3,0,,3,,,1,"Wizard, Action",,Surge,,,,,,"""Deal 1 arcane damage to target hero.",,,,,,,,74,0.24503311258278146,0.20325065257496616,2.882552445613196,2.30182197752809,2.3025194966292135,0.09907292758134713,0,0.0,0.0,0.0,54,0.6352941176470588,0.5331905992699598,0.2547843794369591,20,0.425531914893617,0.34171268382325926,0.16938716742193294,0,0.0,0.0,0.0,0.106042886714723
Photon Splicing (red),common,1,ROS204,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS204.png,89wCCJfjJTCb8gqHftG8g,Red,1,1,,3,,,4,"Wizard, Action",,,Instant,Amp 1,,,,"""Deal 4 arcane damage to any target.",,,,,,,,96,0.31788079470198677,0.2642580138847675,2.882552445613196,2.30182197752809,2.3025194966292135,0.12852704118661248,0,0.0,0.0,0.0,62,0.7294117647058823,0.6126476719268806,0.2925302134276197,34,0.723404255319149,0.5900184697747867,0.287958184617286,0,0.0,0.0,0.0,0.14512209951122643
Photon Splicing (yellow),common,2,ROS205,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS205.png,jkHLWfcKGCHnmgFtjrJkr,Yellow,2,1,,3,,,3,"Wizard, Action",,,Instant,Amp 1,,,,"""Deal 3 arcane damage to any target.",,,,,,,,62,0.2052980132450331,0.17259584054096389,1.542405211570643,2.30182197752809,2.3025194966292135,0.0987809431870753,0,0.0,0.0,0.0,47,0.5529411764705883,0.46561026340210465,0.2694648246831735,15,0.3191489361702128,0.2669589671104723,0.15741388576593157,0,0.0,0.0,0.0,0.10671967761227627
Photon Splicing (blue),common,3,ROS206,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS206.png,MBRmLcRzPPtFTJndD8FnQ,Blue,3,1,,3,,,2,"Wizard, Action",,,Instant,Amp 1,,,,"""Deal 2 arcane damage to any target.",,,,,,,,94,0.31125827814569534,0.2610677519708712,2.882552445613196,2.30182197752809,2.3025194966292135,0.12584939449522473,0,0.0,0.0,0.0,67,0.788235294117647,0.666151795067682,0.31612135967178256,27,0.574468085106383,0.4727565641372374,0.22867267601960947,0,0.0,0.0,0.0,0.13619850892284802
Trailblazing Aether (red),common,1,ROS207,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS207.png,CRNw7cJfmDMzMPDKnQgRG,Red,1,0,,3,,,3,"Wizard, Action",,Surge,Go again,,,,,"""Deal 3 arcane damage to target hero.",,,,,,,,135,0.4470198675496689,0.3720953706549418,2.882552445613196,3.3516039775280895,3.3526418966292133,0.1390932832462914,0,0.0,0.0,0.0,85,1.0,0.8359955527957712,0.31273518389550176,50,1.0638297872340425,0.8790038287266358,0.33428424452996824,0,0.0,0.0,0.0,0.1617548571063675
Trailblazing Aether (yellow),common,2,ROS208,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS208.png,DhMTNwfDKnwhRqgkPB6gq,Yellow,2,0,,3,,,2,"Wizard, Action",,Surge,Go again,,,,,"""Deal 2 arcane damage to target hero.",,,,,,,,72,0.23841059602649006,0.20022195675763044,1.542405211570643,2.30182197752809,2.3025194966292135,0.11471335337853905,0,0.0,0.0,0.0,49,0.5764705882352941,0.4859630250705892,0.28093141296756385,23,0.48936170212765956,0.40766327254902746,0.24136795817442838,0,0.0,0.0,0.0,0.13057484278549805
Trailblazing Aether (blue),common,3,ROS209,"Wizard, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS209.png,DRqfHtKT6mfqNFRDMdDBp,Blue,3,0,,3,,,1,"Wizard, Action",,Surge,Go again,,,,,"""Deal 1 arcane damage to target hero.",,,,,,,,86,0.2847682119205298,0.23749157235880264,2.882552445613196,2.30182197752809,2.3025194966292135,0.11513880772967369,0,0.0,0.0,0.0,63,0.7411764705882353,0.6229247072885334,0.29724844267645223,23,0.48936170212765956,0.3994437177198523,0.19479524253522287,0,0.0,0.0,0.0,0.12301092130291877
Sigil of Forethought (blue),common,3,ROS210,"Wizard, Instant, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS210.png,rcHhthcM7zrmd8nFWQtLz,Blue,3,0,,,,,,"Wizard, Instant, Aura",,,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,77,0.25496688741721857,0.21071247891911446,2.882552445613196,3.3516039775280895,4.402764296629215,0.06968405655976749,0,0.0,0.0,0.0,40,0.47058823529411764,0.38686483554098977,0.12704443546992492,37,0.7872340425531915,0.6542905875018811,0.21558520496377997,0,0.0,0.0,0.0,0.08565741010842623
Bruised Leather,common,0,ROS213,"Generic, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS213.png,wkBCfWK6wNKKNjWQwkGzj,,,,,0,,,,"Generic, Equipment, Chest",,,Instant,,,,,**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.,Generic Equipment - Chest,,,,,,,81,0.2682119205298013,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.16474068595728944,25,0.24271844660194175,0.0,0.15118196811434853,28,0.32941176470588235,0.0,0.20052083333333331,11,0.23404255319148937,0.0,0.14094350611531742,17,0.2537313432835821,0.0,0.15648535564853555,0.1622829158028837
Runaways,common,0,ROS215,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS215.png,QFg6Qh7ckkNzfhkDrJdrh,,,,,0,,,,"Generic, Equipment, Legs",,,Instant,,,,,**Instant** - Destroy Runaways: Prevent the next 1 damage that would be dealt to your hero this turn. Activate this ability only if your hero has been dealt damage this turn.,Generic Equipment - Legs,,,,,,,54,0.17880794701986755,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.10982712397152629,20,0.1941747572815534,0.0,0.12094557449147883,16,0.18823529411764706,0.0,0.11458333333333331,7,0.14893617021276595,0.0,0.0896913220733838,11,0.16417910447761194,0.0,0.101255230125523,0.10661886500592974
Hand Behind the Pen (red),rare,1,ROS220,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS220.png,pBBtgw6Ft8RrfLHrjnnp6,Red,1,2,6,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, turn a card in their arsenal face-up, then banish a non-attack action card from their arsenal.",Generic Action - Attack,,,,,No,,37,0.12251655629139073,0.10578523559076408,0.8496496842105264,0.8496496842105264,0.805600452370596,0.14743626096923165,10,0.0970873786407767,0.08575972060481034,0.11703626229860407,11,0.12941176470588237,0.11420676834146676,0.15621847969869926,3,0.06382978723404255,0.051937391374846084,0.07690631274845378,13,0.19402985074626866,0.16366055555929618,0.23177204902666412,0.1454832759431053
Smash Up (red),rare,1,ROS221,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS221.png,zJLgzP7LfbWB9qcgcRpRk,Red,1,1,5,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, turn a card in their arsenal face-up, then banish an attack action card from their arsenal.",Generic Action - Attack,,,,,No,,25,0.08278145695364239,0.06962345213996379,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09961909524948086,5,0.04854368932038835,0.04389298047299927,0.05851813114930204,1,0.011764705882352941,0.011029411764705883,0.014201679972609023,4,0.0851063829787234,0.0686290193569029,0.1025417503312717,15,0.22388059701492538,0.18421256190710006,0.2674292873384586,0.11067271219791035
Tongue Tied (red),rare,1,ROS222,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS222.png,gwLCKHWBWwMwH7McRRDzF,Red,1,3,7,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, turn a card in their arsenal face-up, then banish an instant card from their arsenal.",Generic Action - Attack,,,,,No,,25,0.08278145695364239,0.0713100762444728,0.8496496842105264,0.8496496842105264,0.805600452370596,0.09961909524948086,9,0.08737864077669903,0.07686887641199464,0.10533263606874366,8,0.09411764705882353,0.08245817533126384,0.11361343978087218,2,0.0425531914893617,0.03452780888391191,0.05127087516563585,6,0.08955223880597014,0.07442383335364251,0.10697171493538345,0.09429716648765878
Sigil of Cycles (blue),rare,3,ROS226,"Generic, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS226.png,rcFTPCqNgzqcTfnknBmRq,Blue,3,0,,2,,,,"Generic, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,28,0.09271523178807947,0.07886977195111307,0.8496496842105264,0.8496496842105264,1.164547625924315,0.09430748527799936,12,0.11650485436893204,0.10002838632907166,0.1172858635140969,8,0.09411764705882353,0.08067675149718492,0.0939727755676357,5,0.10638297872340426,0.08839285237414476,0.10741971165245479,3,0.04477611940298507,0.037369543261137915,0.04768748314292067,0.091591458469277
Fyendal's Fighting Spirit (red),common,1,ROS227,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS227.png,FMkTCF7CdfJK9Ljfzb7bk,Red,1,3,7,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks or defends, if you have less {h} than an opposing hero, gain 1{h}.",Generic Action - Attack,,,,,,,96,0.31788079470198677,0.27240032556098276,2.6819294117647066,2.171085714285714,2.1706445714285714,0.13693227320485044,42,0.4077669902912621,0.358425695361526,0.17730269586718495,18,0.21176470588235294,0.18214013467421483,0.09053058965261401,7,0.14893617021276595,0.12399613980537502,0.0632247661390738,29,0.43283582089552236,0.35876599520923463,0.18752075535797216,0.12964470175421122
Fyendal's Fighting Spirit (yellow),common,2,ROS228,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS228.png,7NWDCLJnCJHrTpzbzw7Hw,Yellow,2,3,6,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks or defends, if you have less {h} than an opposing hero, gain 1{h}.",Generic Action - Attack,,,,,,,72,0.23841059602649006,0.20671555716517329,1.3409647058823533,2.171085714285714,2.1706445714285714,0.12376862047671504,39,0.3786407766990291,0.33055493098305166,0.19305215334979142,24,0.2823529411764706,0.2384214569202976,0.14880877587025668,3,0.06382978723404255,0.056416674689515736,0.034122042574326,6,0.08955223880597014,0.08154526602978317,0.04597271965320146,0.10548892286189387
Fyendal's Fighting Spirit (blue),common,3,ROS229,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS229.png,PchH8H7tWqQMjdRdwTLPR,Blue,3,3,5,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks or defends, if you have less {h} than an opposing hero, gain 1{h}.",Generic Action - Attack,,,,,,,98,0.32450331125827814,0.2810628031225567,2.6819294117647066,2.171085714285714,2.1706445714285714,0.13978502889661817,46,0.44660194174757284,0.39224892453904686,0.19418866690215492,38,0.4470588235294118,0.38015055024024247,0.19112013371107403,4,0.0851063829787234,0.07261383633164148,0.036128437793756456,10,0.14925373134328357,0.13065194384302306,0.0646623294337835,0.12152489196019223
Sigil of Fyendal (blue),common,3,ROS230,"Generic, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS230.png,bgHQJbkCNNBDT9kKdCW8w,Blue,3,0,,2,,,,"Generic, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,104,0.3443708609271523,0.3000306059533327,2.884187389292796,3.458886548956662,4.543563839486355,0.09185054244872792,43,0.4174757281553398,0.36666517164721446,0.10960916279718293,39,0.4588235294117647,0.39997513973081034,0.12097316430150178,12,0.2553191489361702,0.2154292823385769,0.06834646902442318,10,0.14925373134328357,0.13014428613748377,0.04132066080888732,0.08506236423299879
Arc Lightning (yellow),mythic,2,ROS010,"Lightning, Runeblade, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS010.png,7J87gL6NR9MjHMLM6cWGB,Yellow,2,0,,2,,,1,"Lightning, Runeblade, Action",,"Aurora Specialization, Go again",,,Go again,,Go again,"""**Aurora Specialization**",,,,,,,,9,0.029801324503311258,0.02495731388849144,0.1856336,0.1856336,0.18552319999999997,0.16057889476615572,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,0.13432835820895522,0.11249416110931962,0.7237429903078912,0.1809357475769728
Rampant Growth // Life (yellow),mythic,2,ROS017,"Wizard, Instant, Earth, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS017.png,8CTr7nqzhbgDkPtb8WpCN,Yellow,2,0,,,,,,"Wizard, Instant, Earth, Instant",,"Meld, Amp X",,,,,,"""**Meld**",,,,,,,,4,0.013245033112582781,0.0110015424584961,0.1856336,0.1856336,0.18552319999999997,0.07136839767384699,0,0.0,0.0,0.0,4,0.047058823529411764,0.03908783320548026,0.2535765450216027,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.06339413625540068
Plow Under (yellow),mythic,2,ROS032,"Earth, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS032.png,n9NTHWCRGQq9gMFwfcg6C,Yellow,2,2,2,3,,,,"Earth, Action, Attack",,Decompose,,,,,,"""If there are 4 or more Earth cards in your banished zone, this gets +4{p}.",,,,,,,,6,0.019867549668874173,0.016722493543685595,0.1856336,0.1856336,0.18552319999999997,0.10705259651077048,4,0.038834951456310676,0.032837275555722155,0.2092589554462573,2,0.023529411764705882,0.019622984328866683,0.12678827251080135,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08401180698926466
Earth's Embrace (blue),mythic,3,ROS034,"Earth, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS034.png,dd7RLKpk8jcWcN8JdQQDW,Blue,3,1,,2,,,,"Earth, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,8,0.026490066225165563,0.022663058507044934,0.1856336,0.1856336,0.18552319999999997,0.14273679534769398,4,0.038834951456310676,0.03546782790786217,0.2092589554462573,4,0.047058823529411764,0.037541851701385485,0.2535765450216027,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11570887511696501
