Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,pick_rate,Enigma_total_count,Enigma_average_count_per_deck,Enigma_average_count_per_normalized_deck,Enigma_pick_rate,Nuu_total_count,Nuu_average_count_per_deck,Nuu_average_count_per_normalized_deck,Nuu_pick_rate,Zen_total_count,Zen_average_count_per_deck,Zen_average_count_per_normalized_deck,Zen_pick_rate,weighted_pick_rate
Vengeful Apparition (red),common,1,MST155,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST155.png,pc7tf6hwQmpPJnngCLdhT,Red,1,0,,3,,,,"Illusionist, Action, Aura",,Ward 1,,,,,,"""When this leaves the arena, if you control no Illusionist auras, you may play your next aura with cost 2 or less this turn as though it were an instant. If you do, it enters the arena with a +1{p} counter.",,,,,,,,118,0.24634655532359082,0.20799906439735927,2.779961040000001,2.809647209302325,0.0880673397309504,118,0.7866666666666666,0.6642103456422339,0.28113626845328216,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09371208948442739
Vengeful Apparition (yellow),common,2,MST156,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST156.png,dD77fLzCjbgCCzMTRCBjt,Yellow,2,0,,3,,,,"Illusionist, Action, Aura",,Ward 1,,,,,,"""When this leaves the arena, if you control no Illusionist auras, you may play your next aura with cost 1 or less this turn as though it were an instant. If you do, it enters the arena with a +1{p} counter.",,,,,,,,65,0.13569937369519833,0.11493052681936676,1.4799194400000009,1.5096062093023253,0.09063477552062309,65,0.43333333333333335,0.36701148230984454,0.2892500030219764,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09641666767399214
Vengeful Apparition (blue),common,3,MST157,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST157.png,7gwBCNKjdk8w6cqJCdB9D,Blue,3,0,,3,,,,"Illusionist, Action, Aura",,Ward 1,,,,,,"""When this leaves the arena, if you control no Illusionist auras, you may play your next aura with cost 0 this turn as though it were an instant. If you do, it enters the arena with a +1{p} counter.",,,,,,,,169,0.35281837160751567,0.3002815693203626,2.779961040000001,2.809647209302325,0.1261303424960222,169,1.1266666666666667,0.958899144696358,0.40264431668309053,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.13421477222769684
Mask of Wizened Whiskers,common,0,MST160,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST160.png,W9G8Kpb9cNTqNqpm8nJdz,,,,,1,,,,"Ninja, Equipment, Head",,Blade Break,,,,,Combo,"""When this defends, put a card with **combo** from your graveyard on the bottom of your deck.",,,,,,,,113,0.2359081419624217,0.0,1.8941635542857134,1.2000000000000002,0.15834475953922564,0,0.0,0.0,0.0,0,0.0,0.0,0.0,113,0.6243093922651933,0.0,0.41858606571207724,0.13952868857069242
Chase the Tail (red),mythic,1,MST161,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST161.png,WRGBnNRjPprcPjd67kBqM,Red,1,1,4,3,,,,"Ninja, Action, Attack",,Combo,,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets go again and the next Crouching Tiger you play this combat chain gets +3{p}.",Ninja Action - Attack,,,,No,No,,15,0.031315240083507306,0.026295592345218433,0.2051822222222222,0.21044711111111114,0.15037414825743273,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.08287292817679558,0.06958888802961122,0.3979751496062286,0.1326583832020762
Maul (yellow),mythic,2,MST162,"Ninja, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST162.png,F7Btpwc6Cgn79D67Hkbpd,Yellow,2,0,,3,,,,"Ninja, Attack Reaction",,,,,,,,"""Choose 1 or both;",,,,,,,,19,0.03966597077244259,0.034000026361079114,0.2051822222222222,0.21044711111111114,0.19047392112608144,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,0.10497237569060773,0.08997797031467898,0.5041018561678896,0.1680339520559632
Territorial Domain (blue),mythic,3,MST163,"Ninja, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST163.png,DJQQGbkdhhkMkqpDzWwrw,Blue,3,0,,2,,,,"Ninja, Defense Reaction",,,,,,,,"While this is defending, if you've created a Crouching Tiger this turn, this gets +3{d}.",Ninja Defense Reaction,,,,No,No,,15,0.031315240083507306,0.02802639769068016,0.2051822222222222,0.21044711111111114,0.15037414825743273,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.08287292817679558,0.07416930659577788,0.3979751496062286,0.1326583832020762
Aspect of Tiger: Body (red),rare,1,MST164,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST164.png,cFgpPh7JLB8jCtrTd6nKG,Red,1,0,3,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - When this attacks, if a red attack action card was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,No,,68,0.1419624217118998,0.12452044259797782,0.9162024888888891,0.9151058666666666,0.15505465594635692,0,0.0,0.0,0.0,0,0.0,0.0,0.0,68,0.3756906077348066,0.32953200002448274,0.41033685570012546,0.13677895190004183
Aspect of Tiger: Soul (yellow),rare,2,MST165,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST165.png,khwtPrnQkQFfNBccCczht,Yellow,2,0,2,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - When this attacks, if a yellow attack action card was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,No,,34,0.0709812108559499,0.06094225642024621,0.9162024888888891,0.9151058666666666,0.07752732797317846,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,0.1878453038674033,0.16127812610661843,0.20516842785006273,0.06838947595002091
Aspect of Tiger: Mind (blue),rare,3,MST166,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST166.png,p6nMGj9fLB8p9HFDhrJRP,Blue,3,0,1,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - When this attacks, if a blue attack action card was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,No,,51,0.10647181628392484,0.09237210939906483,0.9162024888888891,0.9151058666666666,0.11629099195976769,0,0.0,0.0,0.0,0,0.0,0.0,0.0,51,0.281767955801105,0.24445436686271854,0.3077526417750941,0.10258421392503136
Qi Unleashed (red),rare,1,MST167,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST167.png,twGn8N6Pm6ctFgKnjCpL7,Red,1,2,3,3,,,,"Ninja, Action, Attack",,Combo,,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +4{p}.",Ninja Action - Attack,,,,,,,61,0.12734864300626306,0.1102856889047003,0.8047982222222227,0.8045213333333332,0.1582684512153908,0,0.0,0.0,0.0,0,0.0,0.0,0.0,61,0.3370165745856354,0.29186102201851627,0.41884268921956985,0.13961422973985663
Qi Unleashed (yellow),rare,2,MST168,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST168.png,hrPnGKq9czRctFqJqWknC,Yellow,2,2,2,3,,,,"Ninja, Action, Attack",,Combo,,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +4{p}.",Ninja Action - Attack,,,,,,,51,0.10647181628392484,0.09332537802653859,0.8047982222222227,0.8045213333333332,0.13232280347516281,0,0.0,0.0,0.0,0,0.0,0.0,0.0,51,0.281767955801105,0.2469771053851491,0.3501799532819354,0.11672665109397846
Qi Unleashed (blue),rare,3,MST169,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST169.png,mBhNRNw6CMrF8trKHgtCC,Blue,3,2,1,3,,,,"Ninja, Action, Attack",,Combo,,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +4{p}.",Ninja Action - Attack,,,,,,,50,0.10438413361169102,0.08975857839140114,0.8047982222222227,0.8045213333333332,0.12972823870114,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50,0.27624309392265195,0.2375378953010008,0.343313679688172,0.11443789322939067
Blessing of Qi (red),rare,1,MST170,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST170.png,TjwzWpWmkqtGd6WhLCmwN,Red,1,1,,3,,,,"Ninja, Action, Aura",,,,,,,,"At the start of your turn, destroy this, then create a Crouching Tiger in your banished zone. It gains +3{p} and you may play it this turn.",Ninja Action - Aura,,,,,No,,45,0.09394572025052192,0.08143897136172992,0.8047982222222227,0.8045213333333332,0.116755414831026,0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0.24861878453038674,0.21552081371419132,0.3089823117193548,0.1029941039064516
Blessing of Qi (yellow),rare,2,MST171,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST171.png,m7ThmjJFr8DhTq96q9BJc,Yellow,2,1,,3,,,,"Ninja, Action, Aura",,,,,,,,"At the start of your turn, destroy this, then create a Crouching Tiger in your banished zone. It gains +2{p} and you may play it this turn.",Ninja Action - Aura,,,,,No,,38,0.07933194154488518,0.06874687983723014,0.8047982222222227,0.8045213333333332,0.0985934614128664,0,0.0,0.0,0.0,0,0.0,0.0,0.0,38,0.20994475138121546,0.18193235050847095,0.2609183965630107,0.0869727988543369
Blessing of Qi (blue),rare,3,MST172,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST172.png,G9WT8dKmmQFdP7jmtqwqC,Blue,3,1,,3,,,,"Ninja, Action, Aura",,,,,,,,"At the start of your turn, destroy this, then create a Crouching Tiger in your banished zone. It gains +1{p} and you may play it this turn.",Ninja Action - Aura,,,,,No,,44,0.0918580375782881,0.07998096055265785,0.8047982222222227,0.8045213333333332,0.1141608500570032,0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,0.2430939226519337,0.21166232102056967,0.30211603812559135,0.10070534604186378
Biting Breeze (red),common,1,MST173,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST173.png,87m6C8jLpLWWnJP9BHkbK,Red,1,0,3,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.",,,,,,,,203,0.42379958246346555,0.3670963724243754,2.7799334400000006,2.8100456093023256,0.15149373422751408,0,0.0,0.0,0.0,0,0.0,0.0,0.0,203,1.1215469613259668,0.971487085034673,0.4009245118451113,0.13364150394837043
Biting Breeze (yellow),common,2,MST174,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST174.png,RWtpgDMGHmDwhwrrKCDr9,Yellow,2,0,2,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.",,,,,,,,75,0.15657620041753653,0.134552068623814,1.4799056400000008,1.5098054093023259,0.10457088583319492,0,0.0,0.0,0.0,0,0.0,0.0,0.0,75,0.4143646408839779,0.3560797838166127,0.27675032005737626,0.09225010668579209
Biting Breeze (blue),common,3,MST175,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST175.png,GKqLgtJWc9bCkMBHtBTLF,Blue,3,0,1,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.",,,,,,,,179,0.3736951983298539,0.32455315481089275,2.7799334400000006,2.8100456093023256,0.13358314495923654,0,0.0,0.0,0.0,0,0.0,0.0,0.0,179,0.988950276243094,0.8589003378697105,0.35352456955800454,0.11784152318600151
Breed Anger (red),common,1,MST176,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST176.png,H6WLbh6cgMkhmdqLhQWrJ,Red,1,1,4,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,,,192,0.40083507306889354,0.34376387233628297,2.7799334400000006,2.8100456093023256,0.1432847141462202,0,0.0,0.0,0.0,0,0.0,0.0,0.0,192,1.0607734806629834,0.9097397505474009,0.37919953829685404,0.12639984609895136
Breed Anger (yellow),common,2,MST177,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST177.png,Bhzf7NDc9qBcP86RzJjmK,Yellow,2,1,3,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,,,67,0.13987473903966596,0.1191528426607558,1.4799056400000008,1.5098054093023259,0.09341665801098746,0,0.0,0.0,0.0,0,0.0,0.0,0.0,67,0.3701657458563536,0.31532713610222113,0.24723028591792282,0.08241009530597428
Breed Anger (blue),common,3,MST178,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST178.png,mbtPRkBfzdTWWGGDFGmPB,Blue,3,1,2,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,,,184,0.38413361169102295,0.33574229043319886,2.7799334400000006,2.8100456093023256,0.13731451772346104,0,0.0,0.0,0.0,0,0.0,0.0,0.0,184,1.0165745856353592,0.8885113652900677,0.3633995575344851,0.12113318584482836
Flex Claws (red),common,1,MST179,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST179.png,HNQqczGWgqmCzqGqnWkwk,Red,1,1,4,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.",,,,,,,,192,0.40083507306889354,0.34638273831938804,2.6000556000000006,2.6004804000000004,0.15414936965822634,0,0.0,0.0,0.0,0,0.0,0.0,0.0,192,1.0607734806629834,0.9166703406352865,0.4079424113205161,0.13598080377350538
Flex Claws (yellow),common,2,MST180,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST180.png,MGFhzzHdwLqwChD6TLkjk,Yellow,2,1,3,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.",,,,,,,,47,0.09812108559498957,0.08568580184476508,1.3000278000000003,1.3002402000000002,0.07546896222850664,0,0.0,0.0,0.0,0,0.0,0.0,0.0,47,0.2596685082872928,0.22675966344553852,0.199721805542336,0.06657393518077867
Flex Claws (blue),common,3,MST181,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST181.png,phtD8RM6rJ6FWPFwFwkzg,Blue,3,1,2,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.",,,,,,,,144,0.30062630480167013,0.2611078261039493,2.6000556000000006,2.6004804000000004,0.11561202724366974,0,0.0,0.0,0.0,0,0.0,0.0,0.0,144,0.7955801104972375,0.6909980591369708,0.3059568084903871,0.10198560283012903
Pouncing Qi (red),common,1,MST182,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST182.png,jDjbmKWW9RHJwwncKDDfK,Red,1,0,3,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +1{p} and **go again**.",Ninja Action - Attack,,,,,,,208,0.4342379958246347,0.37731406346579766,2.6000556000000006,2.6004804000000004,0.16699515046307853,0,0.0,0.0,0.0,0,0.0,0.0,0.0,208,1.149171270718232,0.9985272729288237,0.44193761226389244,0.1473125374212975
Pouncing Qi (yellow),common,2,MST183,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST183.png,KGCccRcdK768czQhpzLPq,Yellow,2,0,2,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +1{p} and **go again**.",Ninja Action - Attack,,,,,,,84,0.17536534446764093,0.15220416394508932,1.3000278000000003,1.3002402000000002,0.13488069845094805,0,0.0,0.0,0.0,0,0.0,0.0,0.0,84,0.46408839779005523,0.4027944449154574,0.3569496099054516,0.1189832033018172
Pouncing Qi (blue),common,3,MST184,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST184.png,qmQ6tmqFznzMnf9dcDRcF,Blue,3,0,1,3,,,,"Ninja, Action, Attack",,"Combo, Go again",,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +1{p} and **go again**.",Ninja Action - Attack,,,,,,,213,0.44467640918580376,0.38775179181873576,2.6000556000000006,2.6004804000000004,0.17100945696459482,0,0.0,0.0,0.0,0,0.0,0.0,0.0,213,1.1767955801104972,1.026149769509251,0.4525611125586976,0.15085370418623253
Untamed (red),common,1,MST185,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST185.png,qTJLpcMt6WFTDHRgD87tw,Red,1,1,4,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.",,,,,,,,236,0.49269311064718163,0.42788572067667746,2.7799334400000006,2.8100456093023256,0.17612079447139567,0,0.0,0.0,0.0,0,0.0,0.0,0.0,236,1.3038674033149171,1.1323605536139698,0.4660994324898831,0.15536647749662771
Untamed (yellow),common,2,MST186,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST186.png,98BmgHpwB8bNp9cRL6DLp,Yellow,2,1,3,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.",,,,,,,,79,0.1649269311064718,0.14112211348231835,1.4799056400000008,1.5098054093023259,0.11014799974429865,0,0.0,0.0,0.0,0,0.0,0.0,0.0,79,0.43646408839779005,0.37346680860790327,0.291510337127103,0.097170112375701
Untamed (blue),common,3,MST187,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST187.png,BfJLtP7NqCGQM8m6LGHdq,Blue,3,1,2,2,,,,"Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.",,,,,,,,156,0.325678496868476,0.28246155285774127,2.7799334400000006,2.8100456093023256,0.11641883024380391,0,0.0,0.0,0.0,0,0.0,0.0,0.0,156,0.861878453038674,0.7475087503804313,0.3080996248661939,0.10269987495539797
Rowdy Locals (blue),mythic,3,MST191,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST191.png,G6zJNLBqTJDLhPgDqpT6w,Blue,3,0,2,3,,,,"Generic, Action, Attack",,,,,,,,"""If this is defended by an action card, this gets +2{p}.",,,,,,,,9,0.018789144050104383,0.01640604524216215,0.2051822222222222,0.21044711111111114,0.09022448895445963,2,0.013333333333333334,0.011428571428571429,0.06397604100107888,4,0.02702702702702703,0.02432139932139932,0.12987565473925208,3,0.016574585635359115,0.014058800315706393,0.07959502992124572,0.09114890855385889
The Weakest Link (red),mythic,1,MST192,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST192.png,JjHcGC99TqTf6Mz697hng,Red,1,2,6,3,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, look at their hand and choose a card without base {d}. If you do, they discard it and you draw a card.",Generic Action - Attack,,,,No,No,,9,0.018789144050104383,0.016465388504454313,0.2051822222222222,0.21044711111111114,0.09022448895445963,3,0.02,0.017320261437908494,0.09596406150161833,0,0.0,0.0,0.0,6,0.03314917127071823,0.02922034186711239,0.15919005984249143,0.08505137378136991
Prismatic Leyline (yellow),mythic,2,MST193,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST193.png,9f8NPBQcRJWdqLqBhQfpB,Yellow,2,0,,3,,,,"Generic, Action",,Go again,,,,,,"""Your next red attack this turn gets +1{p}, your next yellow gets +2{p}, and your next blue gets +3{p}.",,,,,,,,9,0.018789144050104383,0.016229577719265344,0.2051822222222222,0.21044711111111114,0.09022448895445963,2,0.013333333333333334,0.010668563300142247,0.06397604100107888,3,0.02027027027027027,0.01802671397265992,0.09740674105443907,4,0.022099447513812154,0.01936867162736516,0.10612670656166096,0.08916982953905965
Blanch (red),rare,1,MST194,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST194.png,hnhmF8pkDjHM8HBKjKH8G,Red,1,3,7,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, cards they own lose all colors until the end of their next turn.",Generic Action - Attack,,,,,No,,78,0.162839248434238,0.14173249011172517,0.9162024888888891,0.9151058666666666,0.17785681123258587,29,0.19333333333333333,0.1667963526632257,0.21117096734470542,24,0.16216216216216217,0.1405800923252139,0.17711125520970297,25,0.13812154696132597,0.12190362541381675,0.15085913812504614,0.1797137868931515
Blanch (yellow),rare,2,MST195,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST195.png,rNKN6PqmhhkTDLLhJmkGw,Yellow,2,3,6,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, cards they own lose all colors until the end of their next turn.",Generic Action - Attack,,,,,No,,53,0.11064718162839249,0.09728975579910333,0.9162024888888891,0.9151058666666666,0.12085142301701349,17,0.11333333333333333,0.09658045363927717,0.12378987740896524,17,0.11486486486486487,0.10272474224872426,0.1254538057735396,19,0.10497237569060773,0.09343349795065052,0.11465294497503506,0.12129887605251329
Blanch (blue),rare,3,MST196,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST196.png,NqMBhfgdBcBmpcnmF7BpP,Blue,3,3,5,2,,,,"Generic, Action, Attack",,,,,,,,"When this hits a hero, cards they own lose all colors until the end of their next turn.",Generic Action - Attack,,,,,No,,38,0.07933194154488518,0.06952507694196162,0.9162024888888891,0.9151058666666666,0.08664819008767004,16,0.10666666666666667,0.09462030186875388,0.11650811991432022,11,0.07432432432432433,0.0644438405269089,0.08117599197111386,11,0.06077348066298342,0.05288275235858571,0.0663780207750203,0.08802071088681812
Emissary of Moon (red),rare,1,MST197,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST197.png,DgQfj8jGQBWmBQKW9kngT,Red,1,0,4,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks, you may put a card from your hand on the bottom of your deck. If you do, draw a card.",Generic Action - Attack,,,,,No,,55,0.11482254697286012,0.09987179196907753,0.9162024888888891,0.9151058666666666,0.12541185407425928,16,0.10666666666666667,0.08995960785084924,0.11650811991432022,13,0.08783783783783784,0.0776025914999388,0.0959352632385891,26,0.143646408839779,0.12629537919099337,0.15689350365004798,0.12311229560098576
Emissary of Tides (red),rare,1,MST198,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST198.png,zFJbjDkLPqmCzQFwjtdFc,Red,1,0,4,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets +2{p}.",Generic Action - Attack,,,,,No,,57,0.11899791231732777,0.10471932388389187,0.9162024888888891,0.9151058666666666,0.12997228513150508,11,0.07333333333333333,0.06341935422817775,0.08009933244109516,16,0.10810810810810811,0.09627440993185794,0.11807417013980197,30,0.16574585635359115,0.14585105158145056,0.18103096575005537,0.12640148944365082
Emissary of Wind (red),rare,1,MST199,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST199.png,MhJphRFQWwMc7JpbJQfGt,Red,1,0,4,2,,,,"Generic, Action, Attack",,Go again,,,,,,"When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets **go again**.",Generic Action - Attack,,,,,No,,55,0.11482254697286012,0.09954643801424565,0.9162024888888891,0.9151058666666666,0.12541185407425928,18,0.12,0.10189858091173881,0.13107163490361026,16,0.10810810810810811,0.09532027886047731,0.11807417013980197,21,0.11602209944751381,0.10105279226912817,0.12672167602503875,0.12528916035615031
Gravekeeping (red),rare,1,MST200,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST200.png,wGPRkjkMdNTdwLQPPb9JK,Red,1,1,5,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks a hero, you may banish a card from their graveyard.",Generic Action - Attack,,,,,No,,58,0.12108559498956159,0.10696547297227112,0.9162024888888891,0.9151058666666666,0.13225250066012798,5,0.03333333333333333,0.03099057804940158,0.03640878747322507,28,0.1891891891891892,0.16496994893230127,0.20662979774465345,25,0.13812154696132597,0.12249901880843675,0.15085913812504614,0.1312992411143082
Gravekeeping (yellow),rare,2,MST201,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST201.png,q8bTDr6MqMQK6GPrKJRQb,Yellow,2,1,4,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks a hero, you may banish a card from their graveyard.",Generic Action - Attack,,,,,No,,46,0.09603340292275574,0.08320319974612629,0.9162024888888891,0.9151058666666666,0.1048899143166532,10,0.06666666666666667,0.05663550270748413,0.07281757494645014,21,0.14189189189189189,0.12297616819597197,0.1549723483084901,15,0.08287292817679558,0.07269908496833152,0.09051548287502768,0.10610180204332265
Gravekeeping (blue),rare,3,MST202,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST202.png,WqcGNMjbcfh8kknkfDrpK,Blue,3,1,3,2,,,,"Generic, Action, Attack",,,,,,,,"When this attacks a hero, you may banish a card from their graveyard.",Generic Action - Attack,,,,,No,,44,0.0918580375782881,0.07917033594619971,0.9162024888888891,0.9151058666666666,0.10032948325940742,9,0.06,0.05004365710248062,0.06553581745180513,23,0.1554054054054054,0.13789428173853424,0.16973161957596533,12,0.06629834254143646,0.05529109754450005,0.07241238630002214,0.10255994110926421
Battlefront Bastion (red),common,1,MST203,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST203.png,JBFH9nKhtQJdWd9DrKkHz,Red,1,3,7,2,,,,"Generic, Action, Attack",,,,,,,,"When this defends alone, prevent the next 1 damage that would be dealt to you this turn.",Generic Action - Attack,,,,,,,149,0.31106471816283926,0.2701735566441379,2.122756697142857,2.209517209302326,0.1431306911568515,54,0.36,0.3072623643528967,0.16544347175034027,48,0.32432432432432434,0.28382230244766726,0.1494012961675844,47,0.2596685082872928,0.22827667523399403,0.11949289778155321,0.14477922189982598
Battlefront Bastion (yellow),common,2,MST204,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST204.png,jdKRbHgdf6Dwcw7dwHHjh,Yellow,2,3,6,2,,,,"Generic, Action, Attack",,,,,,,,"When this defends alone, prevent the next 1 damage that would be dealt to you this turn.",Generic Action - Attack,,,,,,,180,0.3757828810020877,0.32508296072464954,2.122756697142857,3.7094812093023246,0.12333019507664943,93,0.62,0.526999065420118,0.20026177888546012,45,0.30405405405405406,0.26719717936608955,0.10128761288744458,42,0.23204419889502761,0.2050811924193825,0.07624925749213834,0.12593288308834769
